cultural_score,relational_score,demographic_score,article_name,abstract,jstor_url,year,journal_title,edited_filename
1,0,0,Not So Simple: Integrating New Research Into Textbooks,"Textbooks have been described as vehicles through which research is transferred to future practitioners. However, the sociology of scientific knowledge suggests that textbooks are not simply collected accounts of discrete ""findings,"" but rather represent a highly stable and institutionalized pedagogy. The question then becomes, to what extent are new areas of research that have gained traction in the academic literature moved into textbooks, particularly when that research would introduce a new paradigm to a coherent pedagogical story? To explore this question, we examine textbooks to uncover the extent and manner of integration of recent research using institutional theory to study topics in strategic management. Finding significant variation in integration among textbooks, we discuss factors that can explain this variation and suggest avenues for systematic, theory-driven research on the textbook.",https://www.jstor.org/stable/25782053,2010,Academy of Management Learning & Education,10.2307_25782053
1,0,0,"Intersecting Three Muddy Roads: Stability, Legitimacy, and Change","Several decades of research by multiple academic disciplines studying institutional theory, organizational legitimacy, and environmental enactment have resulted in a multiplicity of conceptual definitions. While this can be helpful, it may also confuse scholars who are attempting to conduct research in these areas. This narrative reflects on these three interrelated streams of research and provides a useful framework for comparing them. The framework provides a basis for comparing and contrasting these constructs and their attributes. Although this study attempts to provide a theoretical integration, it is also careful to leave theoretical distinctions intact. Brief examples are included to clarify the salient features of each theory while integrating their similarities and attending to their differences.",https://www.jstor.org/stable/25822540,2011,Journal of Managerial Issues,10.2307_25822540
0,0,0,A Generalized Measure of Riskiness,"This paper proposes a generalized measure of riskiness that nests the original measures pioneered by Aumann and Serrano (Aumann, R. J., R. Serrano. 2008. An economic index of riskiness. J. Political Econom. 116(5) 810–836) and Foster and Hart (Foster, D. P., S. Hart. 2009. An operational measure of riskiness. J. Political Econom. 117(5) 785–814). The paper introduces the generalized options' implied measure of riskiness based on the risk-neutral return distribution of financial securities. It also provides asset allocation implications and shows that the forward-looking measures of riskiness successfully predict the cross section of 1-, 3-, 6-, and 12-month-ahead risk-adjusted returns of individual stocks. The empirical results indicate that the generalized measure of riskiness is able to rank equity portfolios based on their expected returns per unit of risk and hence yields a more efficient strategy for maximizing expected return of the portfolio while minimizing its risk.",external-fulltext-any,2011,Management Science,10.2307_25835788
0,0,0,"NEW WOMAN, NEW EARTH—SETTING THE AGENDA","Rosemary Radford Ruether's New Woman New Earth published in 1975 was one of the first ecofeminist texts. This collection of essays identified many of the key issues for future ecofeminists and asserted the core of ecofeminist thinking, that the subordination of women and the degradation of the planet were linked. Ruether explores this connection through an analysis of women's history, a critique of the sexism of the ideologies of Christian theology, classical philosophy, and psychoanalysis and a socioeconomic analysis of industrial society. Central to her ideas are the hierarchical dualisms in Western culture that divide a feminized nature from masculine culture and the apparent masculine need to seek transcendence from the bodiliness of human existence. This evaluation explores the continuing relevance of Ruether's ideas and points to some of the contradictions and dilemmas they contain. Among these are the relationship between the experiences of women in contemporary industrial society and women in other social and historical contexts, whether women have a ""special"" understanding of ecological dynamics, whether the existence of male domination rests on a discernible social base or represents a deeper aspect of the male or masculine psyche, and the motivations for, and mechanisms of achieving, a sustainable and egalitarian society.",https://www.jstor.org/stable/26161525,1997,Organization & Environment,10.2307_26161525
1,0,0,ISOMORPHISM IN ORGANIZATION AND MANAGEMENT THEORY: The Case of Research on Sustainability,"The article highlights the consequences of isomorphism in organization studies by arguing that current theorizing and research in the discipline often unwittingly legitimize the institutional practices of mainstream business organization. By contrasting the literatures on sustainability in the business and nonbusiness literatures, the authors demonstrate that in organization studies, isomorphic pressures transform the connotation of sustainability to make it consonant with a dominant corporate model. The authors argue that subservience to the institutional models implicit in the conduct of mainstream business organization traps the discipline in a self-perpetuating cycle of normative and mimetic influences, leading scholars and practitioners to mutually reinforce and sustain institutional forms compatible with their jointly held belief systems. The results of the comparative review of the literatures on sustainability is expressed in six observations suggesting a more radical posture among scholars to enable the field to achieve its full potential for critical, generative, and reflexive scholarship.",https://www.jstor.org/stable/26161558,1997,Organization & Environment,10.2307_26161558
0,0.5,0,REJOINDER TO FREEPORT AND LOYOLA,None,https://www.jstor.org/stable/26161600,1998,Organization & Environment,10.2307_26161600
0,0,0,THE POLITICAL ECONOMY OF GENETIC ENGINEERING: The Neoliberal Formation of the Biotechnology Industry,"The breakthrough of genetic engineering and the subsequent formation of biotechnology as a strategic technology of the future comes at a time when science has become an object of political struggle and neoliberalism has experienced an upturn and has become hegemonic. This article shows how neoliberalism has proven itself able to cope effectively with a variety of opposing arguments, above all environmentalist and ethical. The patterns of the social structuring of biotechnology are analysed in the fields of innovation, risk management, patenting, biodiversity, and bioethics. With regard to the political and ethical void of the neoliberal strategy of biotechnology release, observations are given as to how it has been filled with an effective ideology and aesthetic of technology. In the final analysis, perspectives beyond an authoritarian or subaltern technological determinism are argued for, especially with reference to concepts of sustainable development within the framework of global and local economies.",https://www.jstor.org/stable/26161684,1998,Organization & Environment,10.2307_26161684
1,1,0,CREATING AND MANAGING INTERORGANIZATIONAL LEARNING NETWORKS TO ACHIEVE SUSTAINABLE ECOSYSTEM MANAGEMENT,"Effective and sustainable ecosystem management is becoming a vital societal issue. Increasingly, there is a growing mandate among all sectors of society—public, governmental, business, civic, and environmental—to become collaborative stakeholders in dialogues about the management of ecosystem resources. What has been missing, however, is an explicit analysis of interorganizational networks for sustainable ecosystem management as emerging learning organizations. This article demonstrates the explanatory and diagnostic power of applying the concepts of virtual learning networks to sustainable ecosystem management to guide stakeholders in cocreating a shared conceptual infrastructure for generative learning, consensus building, and collaborative decision making. Related dynamics of collaboration and power and the diffusion of rules and practices are also explored. Next steps are indicated for further development, demonstration, and documentation of the applicability and utility of this model to sustainable ecosystem management.",https://www.jstor.org/stable/26161906,2007,Organization & Environment,10.2307_26161906
0,0,0,"SELECTIONS FROM ""THE QUEST OF THE SILVER FLEECE""",None,https://www.jstor.org/stable/26162058,2003,Organization & Environment,10.2307_26162058
0,0,0,EPPING FOREST,None,https://www.jstor.org/stable/26162074,2007,Organization & Environment,10.2307_26162074
0,0.5,0,An Attempt At Crisis Management And The Failure Of The Spontaneous Privatization,"This article reports a study of ""transformation without privatization"": a case of Ganz Danubius, a large, state-owned shipbuilding company in Hungary. The story begins with privatization plans held by the top managers, continues to describe their failure, the intervention of the state and the subsequent bankruptcy of most companies. The analysis focuses on both the reasons for and the consequences of the developments which can be seen as typical of many large, state-owned, Hungarian companies.",https://www.jstor.org/stable/26162287,1994,Industrial & Environmental Crisis Quarterly,10.2307_26162287
0,0,0,Promoting a Paradigm Change: Reflections on Early Contributions to Environmental Sociology,"The author discusses his collaboration with William Catton that led to several early articles aimed at providing an intellectual foundation for a field of environmental sociology. The differing backgrounds and interests they each brought to their collaboration and the context in which it developed are outlined, along with the author's assessment of the major goals of their key publications. The growth of environmental sociology and increased disciplinary attention to ecological problems, spurred by the growing societal salience of such problems, suggests that sociology has begun to shed the human exemptionalist paradigm that dominated the discipline when the field of environmental sociology was launched.",https://www.jstor.org/stable/26162304,2008,Organization & Environment,10.2307_26162304
0,0,0,FROM ENVIRONMENTAL SOCIOLOGIES TO ENVIRONMENTAL SOCIOLOGY? A Comparison of U.S. and European Environmental Sociology,"U.S. environmental sociology has gone through a very different development path compared with its European counterpart. U.S. environmental sociology was dominant in establishing the field and setting the terms for the development and identity of this subdiscipline. Whereas U.S. environmental sociology still sets the tone in terms of internal organization, structure, and interaction, arguably Northwest European environmental sociology has been more innovative in the last decade of the former millennium with respect to theoretical and conceptual contributions. Although we can still witness significant differences between the environmental sociologies of the two continents, these differences are diminishing. During the past decade, a remarkable degree of interaction, exchange, and social learning has taken place between the two academic communities, facilitated by various aspects of globalization. The question of whether we are moving to one environmental sociology should, however, also take other—and especially the emerging Asian—environmental sociologies into account.",https://www.jstor.org/stable/26162369,2006,Organization & Environment,10.2307_26162369
0,0,0,Crisis Management And Civil Unrest: Seeing The La Riots Through An Industrial Lens,"This article describes an industrial perspective of the effects of and responses to the Los Angeles riots of 1992. Using a time phase model, this study examines the efforts made by businesses to detect early warning signals, prepare for the riots, contain damages, and resume operations. In addition, the authors identify lessons that businesses can apply to prepare for civil unrest.",https://www.jstor.org/stable/26162498,1993,Industrial & Environmental Crisis Quarterly,10.2307_26162498
0,0,0,Managing Environmental Improvement through Product and Process Innovation: Implications of Environmental Life Cycle Assessment,"Environmental life cycle assessment (LCA) is being developed by a number of organizations worldwide as a preventative and improvement strategy for managing the environmental burden of product manufacture. The growing international emphasis on LCA has significant strategic implications for the research and development (R&D) and manufacturing functions, particularly the management of product and process innovation. This paper explores the basic definition and objectives of LCA by comparing alternative frameworks being developed by the international community of U.S., Canadian and European organizations. This review serves three important purposes: first, the discussion identifies critical issues and implications for technology managers; second, the analysis explores the international differences for manufacturers producing for global markets; and finally, this research establishes the basis for a decision framework to manage environmental improvement through product and process innovation. This decision framework, based on the length of the product's useful life, summarizes the preferred option for manufacturers seeking to improve the environmental compatibility of their products and to reduce the environmental burden of their manufacturing operations.",https://www.jstor.org/stable/26162500,1993,Industrial & Environmental Crisis Quarterly,10.2307_26162500
0,0,0,Organizational Responses to Strategic Issues Posed by the Natural Environment: An Application of Miles and Snow's Strategic Types,"The natural environment has become a strategic issue for many firms, and the adaptive response of organizations to the pressures incurred by this issue is important to their effectiveness and survival. Using the Miles and Snow (1978) theoretical framework, this article builds a model of the relationship between strategic orientation, environmental responses, and environmental performance. Then, the authors empirically tested this model through seven hypotheses on how defenders, prospectors, and reactors are expected to respond to these pressures. In general, the results show that the firms' strategic orientations are predictive of their environmental responses. However, the predictions for the prospectors were more strongly supported by our data than were the predictions for the defenders. Interestingly, prospectors' and defenders' environmental performance advantage over reactors was most clearly shown in the area of preventing and mitigating environmental crises as opposed to going beyond minimum environmental compliance levels.",https://www.jstor.org/stable/26162518,1996,Industrial & Environmental Crisis Quarterly,10.2307_26162518
0,1,0,The Effects of Emotion and Politics on Field Research on Organizational Crises,"Emotion and politics are two factors that have a powerful effect on field research on organizational crises. These effects add to the complexity of understanding crises. This article describes the effects of emotion and politics on field research on organizational crises, and some strategies for managing them. The article is primarily based on the first author's experiences, gained while conducting 190 interviews on the crisis preparations of nine organizations.",https://www.jstor.org/stable/26162522,1996,Industrial & Environmental Crisis Quarterly,10.2307_26162522
0,1,0,Informal organizational networking as a crisis-avoidance strategy: US naval flight operations as a case study,"The requirement for maintaining responsiveness and flexibility with a high degree of operational reliability and safety puts considerable demand on any organization. In the case of US Navy flight operations at sea, conditions of extraordinarily tight coupling and high technical complexity, flexible demand and uncertain environment provide more potential sources of crisis and accident than there are management personnel or permanent structures to cope with them. This paper discusses the Navy's evolved and relatively successful strategy of creating and maintaining a set of informal, evanescent, functional networks whose primary purpose is to anticipate and deflect emerging crises rather than merely react to them.",https://www.jstor.org/stable/26162616,1989,Industrial Crisis Quarterly,10.2307_26162616
0,0,0,Corporate adjustments to catastrophe: a study of investor reaction to Bhopal,"This paper investigates the impact of managerial responses on stock market performance after a major industrial accident. In the Bhopal case, the market is largely driven by the accident itself, which severly depresses stock prices. Defensive managerial signals, in which the company denies that problems exist, attempts to lay to rest doubts about the firm's future ability to generate revenues and takes action to resume operations, tend to partially counter news of the event and to stabilize stock prices. Investors, on the other hand, react negatively to accommodative signals in which management accepts responsibility for the accident and attempts to do something to remedy the situation. The tendency of some investors to buy large quantities of Union Carbide stock in anticipation of a takeover seems to be largely responsible for a strong re-bound in stock prices that occurs within nine months of the Bhopal accident. This paper, which is on the boundary of strategic management, sociology and finance, is an empirical analysis of the impact of an organizational disaster on one firm's stock price. It also evaluates the company's effort to manage the crisis and points the way to future research.",https://www.jstor.org/stable/26162655,1989,Industrial Crisis Quarterly,10.2307_26162655
1,0,0,Do (some) organizations cause their own crises? The cultural profiles of crisis-prone vs. crisis-prepared organizations,"On the basis of interviews with over 200 executives in more than 100 firms spanning a wide variety of industries, four key factors that make an organization either crisis-prone or crisis-prepared have been identified. The result is the determination of the crisis profile of an organization. The model has led to the development of computer software to allow the crisis vulnerability of an organization to be determined systematically. The computer software allows an organization to compare the differing perspectives of its key members.",https://www.jstor.org/stable/26162677,1989,Industrial Crisis Quarterly,10.2307_26162677
1,0,0,Organizational disaster and organizational decay: the case of the National Aeronautics and Space Administration,"Organizational decay is a condition of generalized and systemic ineffectiveness. It develops when an organization shifts its activities from coping with reality to presenting a dramatization of its own ideal character. In the decadent organization, flawed decision making of the sort that leads to disaster is normal activity, not an aberration. Three aspects of the development of organizational decay are illustrated in the case of the US National Aeronautics and Space Administration. They are (1) the institutionalization of the fiction, (2) personnel changes in parallel with the institutionalization of the fiction, and (3) the narcissistic loss of reality among management.",https://www.jstor.org/stable/26162680,1989,Industrial Crisis Quarterly,10.2307_26162680
0,0,0,Local Preparedness for Chemical Accidents: A Survey of U.S. Communities,"The preliminary results of a survey designed to assess the state of emergency preparedness in communities across the United States aid in the development of a conceptual approach to emergency management. The approach identifies the relationships among existing emergency-management systems and practices and assesses their effectiveness in alerting and notifying the public. A comparison of data gleaned from a survey of emergency-preparedness officials permits comparison of existing public-alert and notification systems with state-of-the-art technology, procedures, and management systems. The study also addresses the potential problems and constraints likely to thwart timely effective warning in the advent of an emergency. Finally, the authors make recommendations for improving public-alert and notification systems in chemical emergencies.",https://www.jstor.org/stable/26162744,1988,Industrial Crisis Quarterly,10.2307_26162744
0,1,0,The Exxon Valdez oil spill in the context of US petroleum politics,"The Exxon Valdez oil spill was not merely the result of the actions taken on a single tanker on a single evening; the full range of causal factors included actions not just of the tanker crew and the Exxon corporate hierarchy, but also of governmental institutions. Over time, government ""ownership"" of mineral resources led to a situation where governmental agencies came effectively to have a profit motive, not vastly different from the profit motives of private firms, in promoting oil extraction. In addition, military interests wished to encourage domestic, rather than international petroleum-extraction activities, further increasing the attractiveness of Alaskan reserves. As would be predicted by Stone's model of ""systemic power"" (1980), while powerful pro-development interests faced opposition during the period when pipeline issues were publicly salient, the pro-development interests subsequently eroded the safeguards that had initially been implemented, ultimately increasing the probability of an accident of the sort that actually occurred.",https://www.jstor.org/stable/26162881,1992,Industrial Crisis Quarterly,10.2307_26162881
0,0,0,The technopolis as a response to industrial crisis: observations on the French case,"In response to economic crisis, the 1980s in Western Europe witnessed the emergence of a new post-industrial organizational form, the technopolis. This essay discusses the gap between the technopolis as an ideal concept and its empirical reality in France. Although it has been much touted by the media as an innovative response to crisis, its development and management are more difficult than usually depicted. The example of Sophia-Antipolis illustrates both the weaknesses and the strengths of the approach. Nevertheless, experience there has shown that with proper guidance and management the development of a technopolis milieu is a very useful and feasible alternative.",https://www.jstor.org/stable/26162892,1990,Industrial Crisis Quarterly,10.2307_26162892
0,0,0,Technology and Environment,"The solution of today's major social problems will come from more and better technology-not from less technology. For technology is just another name for human knowledge. We need to deepen our scientific knowledge, broaden our repertory of alternatives, and strengthen our technology of decision procedures. Above all, we need a more profound understanding of Man himself, for all human problems have their roots in our own nature.",https://www.jstor.org/stable/2629436,1973,Management Science,10.2307_2629436
0,0,0,A Quantitative Model to Plan Regional Health Facility Systems,"This paper presents a quantitative planning model to determine the optimal characteristics (number, size and locations) of a regional health facility system. The system consists of a medical center, intermediate and local hospitals, and health centers. The quantitative model is based on the minimization of the total cost (sum of the transportation and facility costs) to the society. The optimal characteristics of the system are obtained using a heuristic method which includes both interactions of sublevel hospitals and environmental conditions as well. A numerical example is given to illustrate the computational procedure.",https://www.jstor.org/stable/2630263,1971,Management Science,10.2307_2630263
0,0,0,On Committee Decision Making: A Game Theoretical Approach,"In this paper, we study the committee decision making process using game theory. By a committee, we mean any group of people who have to pick one option from a given set of alternatives. A well defined voting rule is specified by which the committee arrives at a decision. Each member has a preference relation on the set of all alternatives. A new solution concept called the one-core is introduced and studied. Intuitively, the one-core consists of all maximal (for the proposer) proposals which are undominated assuming that the player who makes the proposal does not cooperate in any effort to dominate the proposal. For games with non-emtpy cores, the one-core proposals are shown to be better than the core. For games with empty cores, the one-core proposals tend to be pessimistic, i.e., they indicate the security level of the players. This is because the stability requirements of the one-core are too strong for such games. A bargaining set modeled along the lines of the Aumann-Maschler bargaining set for characteristic function games is defined for committee games. Because of its relaxed stability requirements, the bargaining set indicates more reasonable proposals than the one-core. The existence of both the one-core and the bargaining set are studied and these concepts are compared with two other well known solution concepts-the core and the Condorcet solution.",https://www.jstor.org/stable/2630422,1971,Management Science,10.2307_2630422
0,0,0,Locating Rural Social Service Centers in India,"This paper describes experience with application of operations research techniques in planning new roads and social service centers for the Dharampur area in India. The work involved designing a road network using a minimal spanning tree algorithm; selecting the number and location of the service centers to be constructed over a five year period using a set covering algorithm; and developing a schedule for the construction of the service centers using dynamic programming. Substantial economic benefits resulted from using the mathematical models. The experience shows that operations research models can be useful in providing an objective rationale for administrative decisions, thus playing an important role in the resolution of political conflict.",https://www.jstor.org/stable/2630524,1971,Management Science,10.2307_2630524
0,0,0,Optimization of Petroleum and Natural Gas Production-A Survey,"The paper surveys the literature dealing with the optimization of petroleum and natural gas production: Drilling, reservoir simulation, production planning and operations, enhanced recovery processes. Areas of possible future work are identified, such as optimal design and cost benefit studies of enhanced recovery projects. Problems are discussed which, in the authors' opinion, represent major obstacles in developing optimization models for production applications, for example, the nonlinearity and frequently large dimensions of the models, and the inherent uncertainties during the development phase of a field. Attention is also paid to the changing structure of the petroleum industry worldwide, which is shifting emphasis from traditional problems such as internal planning models to studies of new recovery processes, often labor-intensive and to be applied in small fields.",https://www.jstor.org/stable/2630726,1972,Management Science,10.2307_2630726
0,0,0,Worst-Case Analysis of Heuristic Algorithms,"The increased focus on heuristics for the approximate solution of integer programs has led to more sophisticated analysis methods for studying their performance. This paper is concerned with the worst-case approach to the analysis of heuristic performance. A worst-case study establishes the maximum deviation from optimality that can occur when a specified heuristic is applied within a given problem class. This is an important piece of information that can be combined with empirical testing and other analyses to provide a more complete evaluation of a heuristic. In this paper the basic ground rules of worst-case analysis of heuristics are reviewed, and a large variety of the existing types of worst-case results are described in terms of the knapsack problem. A selected sample of results for four other problems is given. The paper concludes with a discussion of possibilities for further research.",https://www.jstor.org/stable/2630740,1978,Management Science,10.2307_2630740
0,0,0,"Geographic Decomposition of the Shortest Path Problem, with an Application to the Traffic Assignment Problem","An algorithm, which can be applied to loosely connected networks, is given for geographically decomposing the shortest path problem. The algorithm is applicable to the traffic assignment problem when it is solved as a series of shortest path problems by the Frank-Wolfe algorithm. Numerical results for a large 1287 node, 3752 are traffic assignment problem for Washington, D.C., indicate that using geographical decomposition can reduce computer memory storage requirements or program run time.",https://www.jstor.org/stable/2630980,1976,Management Science,10.2307_2630980
0,0,0,"Asymmetric Information, Incentives and Intrafirm Resource Allocation","This paper considers the question: How should a firm allocate a resource among divisions when the productivity of the resource in each division is known only to the division manager? Obviously if the divisions (as represented by their managers) are indifferent among various allocations of the resource, the headquarters can simply request the division managers to reveal their private information on productivity knowing that the managers have no incentive to lie. The resource allocation problem can then be solved under complete (or at least symmetric) information. This aspect is a flaw in much of the recent literature on this topic, i.e., there is nothing in the models considered which makes divisions prefer one allocation over another. Thus, although in some cases elaborate allocation schemes are proposed and analyzed, they are really unnecessary. In the model we develop, a division can produce the same output with less managerial effort if it is allocated more resources, and effort is costly to the manager. We further assume that this effort is unobservable by the headquarters, so that it cannot infer divisional productivity from data on divisional output and managerial effort. Given these assumptions, we seek an optimal resource allocation process. Our results show that certain types of transfer pricing schemes are optimal. In particular, if there are no potentially binding capacity constraints on production of the resource, then an optimal process is for each division to choose a transfer price from a schedule announced by the headquarters. Division managers receive a fixed compensation minus the cost of the resource allocated to them at the chosen transfer price. Resources are allocated on the basis of the chosen transfer prices. If there is a potentially binding constraint on resource production, a somewhat more complicated, but similar, scheme is required.",https://www.jstor.org/stable/2631044,1976,Management Science,10.2307_2631044
0,0,0,Sample vs. Population Mean-Variance Efficient Portfolios,"It is common to use historical data in calculating the rates of return of risky options, and these data are used to calculate the mean and the variance, which are employed in the (MV) preference ranking. In this paper we study the effect of possible sampling error on the portfolio ranking. It is shown that in order to keep the error at a reasonable level (5 percent), one needs 50-100 observations, a number that is rarely used in the (MV) comparison of portfolios. The results are almost independent of the correlation between the portfolios.",https://www.jstor.org/stable/2631177,1971,Management Science,10.2307_2631177
0,0,0,Optimal and Near Optimal Price and Advertising Strategies for Finite and Infinite Horizons,"The simplest price and advertising optimization model consistent with current empirical research is formulated and analyzed. An explicit horizon function is introduced to compare and synthesize the finite and infinite horizon situations. The practically prevalent procedure of setting this period's advertising expenditure proportional to the previous period's sales is, for good reasons, declared near optimal.",https://www.jstor.org/stable/2631194,1976,Management Science,10.2307_2631194
0,0,0,Solving Generalized Networks,"A complete, unified description is given of the design, implementation and use of a family of very fast and efficient large-scale minimum-cost (primal simplex) network programs. The class of capacitated generalized transshipment problems solved includes the capacitated and uncapacitated generalized transportation problems and the continuous generalized assignment problem, as well as the pure network flow models which are specializations of these problems. These formulations are used for a large number of diverse applications to determine how (or at what rate) flows through the arcs of a network can minimize total shipment costs. A generalized network problem can also be viewed as a linear program with at most two nonzero entries in each column of the constraint matrix; this property is exploited in the mathematical presentation with special emphasis on data structures for basis representation, basis manipulation, and pricing mechanisms. A literature review accompanies computational testing of promising ideas, and extensive experimentation is reported which has produced GENNET, an extremely efficient family of generalized network systems.",https://www.jstor.org/stable/2631475,1978,Management Science,10.2307_2631475
0,1,0,Reducing Social Context Cues: Electronic Mail in Organizational Communications,"This paper examines electronic mail in organizational communication. Based on ideas about how social context cues within a communication setting affect information exchange, it argues that electronic mail does not simply speed up the exchange of information but leads to the exchange of new information as well. In a field study in a Fortune 500 company, we used questionnaire data and actual messages to examine electronic mail communication at all levels of the organization. Based on hypotheses from research on social communication, we explored effects of electronic communication related to self-absorption, status equalization, and uninhibited behavior. Consistent with experimental studies, we found that decreasing social context cues has substantial deregulating effects on communication. And we found that much of the information conveyed through electronic mail was information that would not have been conveyed through another medium.",https://www.jstor.org/stable/2631506,1979,Management Science,10.2307_2631506
0,0,0,A Light-Traffic Approximation for Single-Class Departure Processes from Multi-Class Queues,"This paper discusses an approximation for single-class departure processes from multi-class queues: If the arrival rate of one class upon one visit to the queue is a small proportion of the total arrival rate there, then the departure process for that class from that visit should be nearly the same as the arrival process for that class for that visit. This can be regarded as a light-traffic approximation, but only the one class must be in light traffic; the overall traffic intensity of the queue need not be low. As a consequence, in a queueing network if the routing for one class is deterministic, and if the light-traffic condition applies at every queue this class visits, then the arrival and departure processes for this class at each visit to each queue should be nearly the same as its external arrival process. This approximation is explained in terms of different time scales, and is justified here by a limit theorem in a special case. There are important implications for parametric decomposition approximation techniques: the variability parameter partially characterizing the departure process at any visit to any queue of such a low-intensity class should be nearly the same as the variability parameter partially characterizing the arrival process for that class at that visit to that queue. The approximation principle in this form was recently proposed by G. Bitran and D. Tirupati while developing improved parametric-decomposition approximations for low-variability multi-class queueing networks with deterministic routing, which have important applications in manufacturing. The approximation principle also has important implications for data networks, showing how burstiness in originated traffic can pass through heavily shared network facilities where it has relatively little effect and then reappear at the destination.",https://www.jstor.org/stable/2631997,1982,Management Science,10.2307_2631997
0,0,0,An Experiment in Approval Voting,"The first major experimental comparison of approval voting with regular plurality voting occurred in the 1985 annual election of The Institute of Management Sciences (TIMS). In approval voting a person votes for (approves of) as many candidates as desired, the winner being the candidate with the most votes. By permitting more votes than the number of positions to be filled, approval voting collects more information from the voter than does plurality voting. This can make a difference, for example, when three candidates compete for a single office. In such situations two candidates with wide but similar appeal sometimes split a majority constituency so that, under plurality voting, a minority candidate is elected. By contrast, approval voting is likely to identify the candidate who is most broadly acceptable to the electorate as a whole. In the TIMS experiment society members received an experimental approval ballot along with their official plurality ballot. Two contests involved three candidates running for a single office and a third, five candidates for two positions. Surprisingly, in two of the three contests, approval voting would have produced different winners and neither of the changes was of the type usually emphasized in the approval voting literature. The experiment demonstrated the practicality of approval voting and showed that it can elect a set of candidates different from that which plurality voting would. Direct comparison of ballots makes it possible to determine why the experimental switches occurred. It is shown that in each reversal the approval winner had broader support in the electorate than the plurality winner. The experiment also provided empirical data on how voters distribute approvals across candidates and indicated that, in this case, their behavior was roughly, but not exactly, consistent with theoretical analyses of voting efficacy.",https://www.jstor.org/stable/2632078,1977,Management Science,10.2307_2632078
0,0,0,Open Order Due Date Maintenance in MRP Systems,"This paper is concerned with the problem of maintaining open order due dates in job shops that plan and schedule their operations using Material Requirements Planning (MRP) methodology. Two different techniques for dealing with open order due date changes are analyzed using customer service level and total inventory level performance measures. With the first technique, called the fixed due date approach, due dates are never changed from those originally assigned to orders when released to the shop. With the second technique, called the dynamic due date approach, all due dates are updated to reflect actual need dates. Beyond evaluating them in an MRP context, this study extends current understanding of these two techniques by observing them in a variety of different operating environments. The results of the study indicate that: (1) the dynamic due date approach performs as good as, or better than, the fixed due date approach across a wide range of operating conditions; and (2) operating conditions have an important effect on the magnitude of the performance differential between the two approaches.",https://www.jstor.org/stable/2632105,1979,Management Science,10.2307_2632105
0,0,0,A Constrained Capital Budgeting Problem with Applications to Repair Kit Selection,"We consider a capital budgeting problem in which each potential project requires the performance of a known set of activities. In general, these sets of activities are not mutually exclusive. However, when a particular activity is common to the requirements of multiple projects, a single performance of the activity simultaneously satisfies the requirements of the multiple projects. Associated with the performance of each activity are two quantities: a known fixed cost and a consumption of a known amount of a scarce resource. Because the sets of activities required by the projects are not mutually exclusive, we cannot apportion an activity's fixed cost or resource consumption to a single project. In this paper, we formulate this capital budgeting problem (and a slight variant) as a maximal network flow problem with a side constraint, and we report computational experience using Lagrangian relaxation to find an optimal solution. We also discuss an application to the selection of parts and tools to include in a field repair kit used to fix a variety of types of breakdowns.",https://www.jstor.org/stable/2632264,1979,Management Science,10.2307_2632264
0,0,0,Properties of Standardized Time Series Weighted Area Variance Estimators,"We wish to estimate the variance of the sample mean from a continuous-time stationary stochastic process. This article expands on the results of a technical note (Goldsman and Schruben 1990) by using the theory of standardized time series to investigate weighted generalizations of Schruben's area variance estimator. We find a simple expression for the bias of the weighted area variance estimator, and we give weights which yield variance estimators with lower asymptotic bias than certain other popular estimators. We use the weighted area variance estimators to derive asymptotically valid confidence interval estimators (CIEs) for the mean of a stationary stochastic process. Although the weighted area CIEs have the same asymptotic expected value and variance of the length as Schruben's area CIE, we show that the new CIEs sometimes yield coverages which are closer to the nominal value.",https://www.jstor.org/stable/2632272,1983,Management Science,10.2307_2632272
0,0,0,PAM A -- Practitioner's Approach to Modeling,"Many Linear Programming (LP) practitioners formulate and document their models with block schematics of LP matrices. They subscribe to neither the column-wise emphasis of commercial matrix generators nor to the constraint orientation of recently proposed ""modelling languages"". PAM is a nonprocedural modeling language in which the practitioner describes an LP matrix with a set of two-dimensional tables: a table representing the block schematic of the matrix and supporting data tables. A computer program processes these tables to produce an LP matrix ready for optimization. This paper describes block-wise model formulation, discusses the relationships of the data to the model, presents an overview of PAM's matrix generation language, and gives some experience with a prototype system.",https://www.jstor.org/stable/2632289,1985,Management Science,10.2307_2632289
0,0,0,A Reduction Method Applicable to Compound Option Formulas,Curnow and Dunnett (1962) derive a reduction formula for multivariate normal integrals with a certain type of correlation matrix. This paper presents a more general reduction formula which can reduce substantially the computational cost of high dimension integrals. This method has a number of applications in option pricing theory in finance.,https://www.jstor.org/stable/2632310,1984,Management Science,10.2307_2632310
0,0,0,Flow Management in Flexible Manufacturing Cells with Pipeline Operations,"The problem of flow management for a class of flexible manufacturing cells is considered. The cell is designed for cyclic production of one product. This product is characterized by a sequence of operations of given length and each requiring a set of resources; the problem is therefore to allocate such resources and scheduling the operations in order to maximize the throughput. A general model is proposed and several special cases are discussed, corresponding to either polynomial or NP-complete problems. The cases analyzed differ from each other in the number of operating machines and in the number of product units present at the same time in the cell. The solution to the polynomial problems is given in terms of shortest path on particular networks.",https://www.jstor.org/stable/2632645,1985,Management Science,10.2307_2632645
