stance twd. demog persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,Deployment of One- vs. Two-Officer Patrol Units: A Comparison of Travel Times,"In this paper we compare the performance of one-officer and two-officer police patrol units using travel time as the measure of performance. We estimate travel times under two different models of dispatch operations. The first model reflects most existing dispatch systems in which patrol units are assigned to specific beats. Under this beat system, the dispatcher does not know the precise location of each police unit, so he often does not dispatch the closest unit. The second model treats a dispatch operation that is supported by an automatic vehicle monitoring system (AVM). With this system, police units can patrol an overlapping region and the closest available unit to a call can always be dispatched. Probabilistic models are used to derive formulae for estimating travel times to calls requiring only one officer (Type 1) and to calls requiring two officers (Type 2) for each of the two dispatch models. We compared the deployment of the same number of officers in either one- or two-officer units over a wide range of unavailability rates. The general findings are summarized as follows: 1. The average travel time of one-officer units to Type 1 calls is at least 30% less than the average travel time of two-officer units. The difference between the two average travel times increases as the unavailability rate increases. 2. The average travel time of the first-arriving one-officer unit at a Type 2 call is at least 40% less than that of the first-arriving two-officer unit. 3. With non-AVM dispatching and normal patrol beats, the difference between the average travel time of the second-arriving one-officer unit and the first-arriving two-officer unit is sensitive to the unavailability rate. For low unavailability rates the two-officer unit is preferred, and for high unavailability rates two one-officer units are preferred. 4. With AVM dispatching and no beats, the average travel time of the second-arriving one-officer unit to a Type 2 call is almost always less than the average travel time of the first-arriving two-officer unit. Again the difference between the two travel times increases as the unavailability rate increases. We also used our models to explore the impact of manpower reductions that might accompany a switch to one-officer units. Our results suggest that the existence of an AVM system can be a critical factor when considering manpower reductions. Without an AVM system, the changeover is likely to have mixed results; shorter average travel times for the first-arriving officer and longer travel times for the second-arriving officer. With an AVM system, it appears that manpower can be reduced in a changeover while reducing the average travel times for both the first- and second-arriving officers. In addition, the results suggest that the existence of an AVM system can significantly affect the average time between the arrival of the first and second one-officer units. This statistic is a measure of the exposure to danger of the first officer to arrive at the scene. Thus, it may be attractive for a police decision-maker to consider the introduction of an AVM system combined with a changeover from two-officer to one-officer units and a manpower reduction. This is one of the few examples in which new technology can be used to reduce the manpower needs of a police department. At the close of the paper some of the results of our analysis are illustrated with an example. For this specific example we estimate travel time statistics for both dispatch models and discuss manpower reductions and tradeoffs among different travel time measures. We conclude with a discussion of future research directions.",https://www.jstor.org/stable/2631288,Management Science,10.2307_2631288,Management & Organizational Behavior,1981.0,0,2.1193958673393354e-05,0,0.00021641732018906623,0,0.0031604203395545483
,,,"Transactions Costs, Extent of Inefficiencies, Entries and Multiple Wagers in a Racetrack Betting Model","In a previous paper (Management Science, December 1981) Hausch, Ziemba and Rubinstein (HZR) developed a system that demonstrated the existence of a weak market inefficiency in racetrack place and show betting pools. The system appeared to make possible substantial positive profits. To make the system operational, given the limited time available for placing bets, an approximate regression scheme was developed for the Exhibition Park Racetrack in Vancouver for initial betting wealth between 2500 and 7500 and a track take of 17.1%. This paper: (1) extends this scheme to virtually any track and initial wealth level; (2) develops a modified system for multiple horse entries; (3) allows for multiple bets; (4) analyzes the effects of the track take and breakage on profits; (5) presents recent results using this system; and (6) considers the extent of the inefficiency, i.e., how much can be bet before the market becomes efficient?",https://www.jstor.org/stable/2631454,Management Science,10.2307_2631454,Management & Organizational Behavior,1985.0,0,1.3973362001706846e-05,0,0.0007861831109039485,0,0.0002303041983395815
,,,On the Cyert-Davidson-Thompson Doubtful Accounts Model,"The results of the classical Cyert, Davidson, and Thompson (CDT) model for estimating the allowance for doubtful accounts could be made more valuable by correcting one flaw. The CDT model rests on the total balance method of aging dollars and, as presented, its answers cannot wisely be applied to estimate real dollar amounts. Notably, the steady state distributions derived by the model tend to underestimate actually paid dollar amounts.",https://www.jstor.org/stable/2631147,Management Science,10.2307_2631147,Management & Organizational Behavior,1981.0,0,1.7578671759110875e-05,0,0.000224827163037844,0,0.00043292128248140216
,,,The Justice Perspective of Job Stress," The study presents a new variable, role justice, pertaining to the perceived fairness of role senders reaction when the focal individual is under conflict, ambiguity, overload, or restricted latitude. The effect of this variable on symptoms of strain was explored, with the expectation of finding either additive or interactive effects vis-à-vis the above four role stressors. Using hierarchical multiple regression, the data supported the additive model which suggested that role injustice constitutes an additional source of stress. The study was conducted with a sample of hospital nurses, known to have significant levels of job stress. The results suggest that the role stress model ought to be expanded to include social appraisal constructs because of the social origin of the stressor variables it deals with. ",https://www.jstor.org/stable/2488601,Journal of Organizational Behavior,10.2307_2488601,Management & Organizational Behavior,1995.0,0,4.234668085700832e-05,0,0.000294379802653566,0,0.00739568704739213
,,,Political Factors as Managerial Decision Elements in Formulating Multinational Strategies,"A scheme of managerial strategies for coping with rapidly-shifting political situations has been developed by the author based upon the 41 sub-Saharan countries, and the experiences of multinational organizations. The most pertinent elements in this geographic area were determined to be moved toward federation, national fragmentation, effects of external ideological drives, governmental styles, socio-political stability, and tendencies to Africanize management. Although these conditions are particularly relevant to investments in sub-Saharan Africa, managers of multinational operations may adapt this approach to a global scale.",https://www.jstor.org/stable/40227435,Management International Review,10.2307_40227435,Management & Organizational Behavior,1979.0,0,1.996978789975401e-05,0,0.002996694063767791,0,0.0024718798231333494
,,,The Optimal Acquisition of Automation to Enhance the Productivity of Labor,"Decisions concerning the mix of automation and labor employed by an organization are embedded in the long-term strategic plan since the composition of productive capacity impacts on an organization's ability to survive and compete. In this paper, the optimal mix of automation and labor is identified for automation which acts to enhance the productivity of an organization's workforce. The incentives considered for acquiring automation are increasing the level of output, reducing the high cost of labor, and compensating for a limited supply of labor. Factors explicitly examined by the model include the future long-term goal level of output, costs associated with maintaining the workforce (wages) and automation, and costs associated with changing the levels of workforce and automation. Since the formulation is dynamic so that all exogenous and decision variables may be expressed as functions of time, the effects of technological improvement, increasing wage rates, changing labor supply, and diminishing returns as additional automation is acquired are considered.",https://www.jstor.org/stable/2631740,Management Science,10.2307_2631740,Management & Organizational Behavior,1985.0,0,8.078043720161077e-06,0,0.00023139279801398516,0,0.0012945806374773383
,,,Exact and Approximate Cost Functions for Product Aggregates,"We show that certain large, multiproduct problems can be well approximated by smaller models of the same form, representing only one aggregate product (or a few such products). This reduction follows from a new technique to approximate the minimal cost of a special allocation or ""disaggregation"" problem, by a simple, closed-form aggregate cost function. This function, moreover, has the same form as the cost functions for the original, individual products. For special cases the ""approximation"" is exact. (This latter result is related to economic-theoretic research on aggregation with homothetic preferences.) The results are applied to a one-stage, multiperiod, multi-item production smoothing model, and then to a similar model of a two-stage system, yielding a reduction in the number of items to one or to relatively few.",https://www.jstor.org/stable/2631010,Management Science,10.2307_2631010,Management & Organizational Behavior,1982.0,0,1.2616820640687365e-05,1,0.9694026112556458,0,0.0004944323445670307
,,,"Safety Specialists in Industry: Roles, Constraints and Opportunities","This paper comments on the slow and uneven occupational development of safety specialists in British industry. It provides an analysis of possible strategies for safety specialists by identifying three main areas of activity: processing and generating information, giving advice and participating in problem-solving, and taking direct action. These may be practised at each of the following five stages involved in the technical control of hazards: identification of hazards, assessment of risk, development of controls, implementation of controls and longer-term monitoring and adaptation. The position of specialists encountered in eight case studies in the chemical and related industries is then described. The third section advocates the role of the specialist as adviser and discusses the importance of line management assuming direct executive responsibility for the health and safety of those for whom they are directly responsible. The paper acknowledges some of the obstacles facing specialists who wish to develop a strong advisory and problem-solving function. It considers the specialists' access to the following sources of power and influence: managerial dependence on their expertise, patronage within the hierarchy, a direct controlling function, internal coalitions formed with representatives of the workforce, external coalition formed with the factory inspectorate, formal organizational position and their personal qualities of charm and leadership. Comments are made on how aspects of the organizational context and climate of opinion affect the specialists' access to these power sources and the final section of the paper considers the effect of different recruitment and career paths of the specialists themselves.",https://www.jstor.org/stable/3000152,Journal of Occupational Behaviour,10.2307_3000152,Management & Organizational Behavior,1984.0,0,0.00029109683237038553,1,0.6742457151412964,0,0.0029267638456076384
,,,A Model of Knowledge Management and the N-Form Corporation,"A model of knowledge management is developed. It builds on the interplay between articulated and tacit knowledge at four different levels: the individual, the small group, the organization, and the interorganizational domain. The model is applied on differences between Western and Japanese patterns of knowledge management. These are related to organizational characteristics, such as employment systems, career patterns, and organization structure. Effective knowledge management is argued to require departures from the logic of hierarchical organization and the M-form structure. The alternative N-form is characterized and suggested as more appropriate. It entails combination of knowledge rather than its division, which is the basic principle in the M-form. Other attributes of the N-form are: temporary constellations of people, the importance of personnel at `lower levels', lateral communication, a catalytic and architectural role for top management, strategies aimed at focusing and economies of depth, and heterarchical structures.",https://www.jstor.org/stable/2486877,Strategic Management Journal,10.2307_2486877,Management & Organizational Behavior,1994.0,0,8.501338743371889e-05,0,0.00029196374816820025,0,0.01178699266165495
,,,The Countertrading Experience of British and Canadian Firms,Countertrade in its various forms accounts for a substantial proportion of world trade and its incidence appears to have grown substantially. Western exporters who adopt proactive approaches toward countertrade and build relevant competences obtain competitive edge. Firms which avoid or passively accept countertrade risk being disadvantaged in major overseas markets. This article provides an international comparison of exporters' attitudes towards countertrade and proposes a management decision routine to promote effective countertrade participation.,https://www.jstor.org/stable/40228329,MIR: Management International Review,10.2307_40228329,Management & Organizational Behavior,1991.0,0,0.00011209175136173144,0,0.31199896335601807,0,0.0018886090256273746
,,,Empirical Evidence regarding the Tension between Knowledge Sharing and Knowledge Expropriation in Collaborations,"Interfirm collaborations can raise a fundamental dilemma. To create value, collaborators may have to adopt a variety of practices to facilitate knowledge transfer. Deploying these practices may increase the likelihood that economically valuable knowledge, which is (1) beyond the scope of the collaboration, and (2) difficult to legally protect, is expropriated. How can firms manage this dilemma? The purpose of this paper is to empirically examine the veracity of a chain of propositions addressing this dilemma based on a novel joint knowledge-based view/transaction cost economics framework. A plausible chain of relationships is briefly summarized and explored in detail empirically using unrelated datasets. The chain links two knowledge-based attributes of collaboration-knowledge tacitness and problem-solving complexity-to the use of knowledge management practices-high-bandwidth communication channels and co-specialized communication codes. These practices are economic responses to knowledge-sharing difficulties as measured by tacitness and complexity. Increasing knowledge transparency via knowledge management practices, however, gives rise to opportunism hazards, which are safeguarded against via economizing governance choice. Our empirical effort examines the effects that two knowledge attributes of collaborations have on governance choice, first directly and then indirectly through the intervening linkages. Empirical results from both datasets indicate substantial support for the proposed chain of relationships. The results are provocative in that they offer the first preliminary evidence for a plausible reconciliation of two perspectives previously treated exclusively as adversaries.",https://www.jstor.org/stable/25151324,Managerial and Decision Economics,10.2307_25151324,Management & Organizational Behavior,2004.0,0,2.653888805070892e-05,0,0.034432101994752884,0,9.923929610522464e-06
,,,MANAGING THE INTERNAL CONSULTANT,None,https://www.jstor.org/stable/41575544,International Studies of Management & Organization,10.2307_41575544,Management & Organizational Behavior,1974.0,0,1.817255724745337e-05,0,0.001418826635926962,0,6.604936788789928e-05
,,,Unobtrusive Measures in Organizational Theory: A Reminder,None,https://www.jstor.org/stable/2392370,Administrative Science Quarterly,10.2307_2392370,Management & Organizational Behavior,1979.0,0,0.0043725729919970036,0,0.00016789861547295004,0,0.002058420330286026
,,,Protectionist American Businesspeople and Their Firms,"The characteristics of trade protectionist American businesspeople and their companies are empirically determined. Many theories which have been used to characterize trade protectionist American businesspeople and their firms (e. g., the ""deindustralization"" theory) do not receive empirical confirmation.",https://www.jstor.org/stable/40228351,MIR: Management International Review,10.2307_40228351,Management & Organizational Behavior,1996.0,1,0.9544297456741333,0,0.00019687936583068222,0,0.0049064066261053085
,,,Assessing Employee Voice in Restructuring Processes against the Capability Approach. A Case Study in the Swiss Metal Sector,"The paper focuses on the issue of employee voice during restructuring processes. The notion of ""capability for voice"" is mobilized to assess to what extent employees are able (and allowed) to express their viewpoints and make them count in the course of corporate restructurings. At first the prerequisites necessary for ""capability for voice"" to flourish are presented, then the notion is applied to a specific case study in the Swiss metal sector. The conclusions show that not all types of employee voice are allowed to flourish in the investigated case study, and point to the conditions to be fulfilled in order to increase the scope and effectiveness of such voice.",https://www.jstor.org/stable/41783714,Management Revue,10.2307_41783714,Management & Organizational Behavior,2012.0,0,3.0372537366929464e-05,0,0.0013482992071658373,0,0.0006789124454371631
,,,PRODUCT INNOVATIONS IN THE DUTCH ENGINEERING INDUSTRY,None,https://www.jstor.org/stable/41103842,International Studies of Management & Organization,10.2307_41103842,Management & Organizational Behavior,1976.0,0,6.136483716545627e-05,0,0.0001824192877393216,0,0.00256385188549757
,,,The Social Management of Diffuse Industrialization,None,https://www.jstor.org/stable/40397177,International Studies of Management & Organization,10.2307_40397177,Management & Organizational Behavior,1991.0,0,0.0003905820776708424,0,0.0008048751624301076,0,0.046163465827703476
,,,Whom to License Patented Technology,"This paper examines the optimal licensing policy of a patent holder when potential licensees differ in their capacities in absorbing the patented technology. If two-part tariffs with non-negative royalties and fixed fees are feasible, the patent holder finds it optimal to license the strong firm exclusively whether or not an exclusive licensing of the weak firm deters the strong firm from entering the market. Hence, the potential trade-offs between strategic gains associated with licensing to weak competitors and efficiency gains associated with licensing to efficient competitors do not exist when two part tariffs are available.",https://www.jstor.org/stable/3108196,Managerial and Decision Economics,10.2307_3108196,Management & Organizational Behavior,1998.0,0,1.3761452464677859e-05,0,0.004032418597489595,0,0.0013746462063863873
,,,The BP Deepwater Horizon Disaster: Developing and Teaching a Business School Teaching Case as the Crisis Unfolded,"This article describes how a business school teaching case on the BP Deepwater Horizon disaster was developed and taught as the crisis unfolded in the Gulf of Mexico in May-July 2010, and in the immediate aftermath during August 2010-summer 2011. It describes the evolution of the focus and of the learning points of the case. It offers some reflections on the value and the limitations of contemporaneous teaching cases.",https://www.jstor.org/stable/jcorpciti.61.107,Journal of Corporate Citizenship,10.2307_jcorpciti.61.107,Management & Organizational Behavior,2016.0,0,0.0003619538911152631,0,0.000539001077413559,0,0.0002921517298091203
,,,Industry Analysis and Investment Decision-Making under Conditions of Uncertainty,"Evaluating risk is a key element in successful investment decision-making. A major risk in forecasting company performance is associated with projecting its cash flow streams by product-line which in turn is strongly related to the expected industry outlook and likely variability about this outlook. This paper sets out a methodology for evaluating this aspect of the investment decision by developing measures of expected real cash flow growth (reward) and expected annual variability of this growth (risk). These measures are constructed for 77 industry classifications at the two and three digit SIC (Standard Industrial Classification) level of detail by solving a dynamic input-output model under various economic scenarios. Aside from producing results which are relevant for producing company valuation bands, the analysis strongly suggests that perceptions of which industries are `winners' and which are `losers' are significantly altered when both `reward' and `risk' are used as criteria as opposed to either one alone. Finally, the methodology also produces results which measure the sources of cash flow growth in terms of relative price performance, productivity, and demand for output. Since there measures can be used as indicators of the quality of industry real cash flow growth, industry performance can be further arrayed within the broad categories of winning and losing industries. Several examples of how this is done are offered.",https://www.jstor.org/stable/2487196,Managerial and Decision Economics,10.2307_2487196,Management & Organizational Behavior,1983.0,0,9.956139365385752e-06,0,0.0007087707635946572,0,0.00011334024020470679
,,,Investment in Yugoslavia: Western Opportunities and Difficulties,"Yugoslavia, a semi-developed country with a strong growth potential, has partially opened its doors to foreign investors in order to attain a rate of economic growth consistent with the de-mands of its economic System. Evaluation of business, economic, political, and legal environ-ment as well as basic conditions for joint ventures, rights of partners, duration of joint venture, repatriation of capital of foreign partner, legal rights and guarantees, and investment opportunities in Yugoslavia vs. other countries are discussed in terms of feasibility of investing Western capital into economic activities in Yugoslavia. In addition, economic advantages and investment incentives as well as obstacles to the growth of foreign investments in Yugoslavia are detailed. It may be concluded that the foreign investor who invest for the purpose of acquiring quick and exceptionally high returns on his investment would not choose Yugoslavia. However, for the investor who seeks to expand his own business, use his own patents, technology and marketing know how, Yugoslavia offers cheap labor, abundance of raw material and electrical energy, and excellent geographie position for placement of his products not only in Yugoslavia, but also in other countries of the world and especially in the countries where Yugoslavia has the beneficiai status (East Europe, Asia, and Africa). /// La Yougoslavie, un pays semi-développé avec un potentiel de croissance élevé, a partiellement ouvert ses portes aux investisseurs étrangers afin d'atteindre un taux de croissance économique en rapport avec son système économique. L'évaluation de la situation commerciale, économique, politique et juridique ainsi que les conditions de base pour les entreprises en participation, les droits des partenaires, la durée de l'entreprise en participation, le rapatriement du capital des partenaires étrangers, les droits juridiques et les garanties, les chances d'investissement en Yougoslavie opposées à celles dans d'autres pays: tous ces facteurs sont discutés en des termes de praticabilité d'investissements de capitaux aux activités économiques de la Yougoslavie. Ensuite, les avantages économiques et les motifs stimulant l'investissement en Yougoslavie, mais aussi les obstacles qui s'opposent à l'accroissement des investissements étrangers en Yougoslavie sont traités en détail. On arrive à la conclusion que l'investisseur étranger qui cherche à placer des capitaux dans le but d'obtenir un rendement rapide et exceptionnellement élevé, ne choisira pas la Yougoslavie. A l'investisseur qui, en revanche, cherche à étendre sa propre affaire, à employer ses propres brevets, technologies et expériences commerciales, la Yougoslavie offre une main-d'œuvre à bon marché, des matières premières et de l'énergie électrique en abondance et une excellente position géographique pour l'écoulement de ses produits non seulement en Yougoslavie, mais encore dans d'autres pays du monde et surtout dans ceux des pays où la Yougoslavie jouit d'un état bénéficiaire. /// Jugoslawien, zum Teil noch Entwicklungsland, jedoch mit großem Wachstumspotential versehen, hat damit begonnen, seine Tore für ausländische Anleger zu öffnen, um eine Wachstumsrate zu erreichen, die den Anforderungen seines Wirtschaftssystems gerecht wird. Der vorliegende Beitrag versucht, eine Bewertung der wirtschaftlichen, politischen und gesetzlichen Verhältnisse in diesem Land vorzunehmen, und erörtert grundsätzliche Bedingungen für Joint Ventures, Rechte der Partner, die Dauer der Partnerschaft, die Repatriierung ausländischen Kapitals, gesetzliche Rechte und Garantien und Möglichkeiten für westliche Direktinvestitionen in Jugoslawien im Vergleich zu anderen Ländern. Daneben werden die wirtschaftlichen Vorteile und Investitionsanreize diskutiert sowie Hindernisse für das Wachstum ausländischen Kapitals in Jugoslawien aufgezeigt. Es kann der Schluß gezogen werden, daß Kapitalanlagen, die einen möglichst schnellen und auch hohen Ertrag einbringen sollen, nicht unbedingt in diesem Land vorgenommen werden sollten. Jedoch wird der Investor, der seine eigenen Unternehmensaktivitäten unter Anwendung seiner eigenen Patente, seiner Technologie und seines Marketingwissens auszudehnen sucht, in Jugoslawien billige Arbeitskräfte, ein Übermaß an Rohstoffen und elektrischer Energie und einen günstigen Absatzstandort nicht nur für das Land selbst, sondern für viele Länder, insbesondere solche vorfinden, in denen Jugoslawien beträchtliches Ansehen genießt, wie z.B. in ganz Ost-Europa, Asien und Afrika.",https://www.jstor.org/stable/40245522,Management International Review,10.2307_40245522,Management & Organizational Behavior,1975.0,0,0.009591924957931042,0,0.11070019751787186,0,0.016676774248480797
,,,The Economics of Resource Use in Vocational Rehabilitation: A Case Study of Labor Input Allocation,Argues that non-profit agencies delivering social services will be increasingly held accountable for their use of scarce resources. A case study is presented for use of a computerized information handling system to account for the use of staff time.,https://www.jstor.org/stable/3380393,Public Productivity Review,10.2307_3380393,Management & Organizational Behavior,1978.0,0,4.2299296183045954e-05,0,0.0003090514801442623,0,0.0004967759596183896
,,,Organizational Information Systems: Determinants of Their Performance and Behavior,"This paper is concerned with organizational information systems. Examples of such systems include intelligence systems, communications systems, management information systems, decision support systems, and administrative control systems. Systems such as these are critical to an organization's functioning; indeed to its survival. The paper is intended to be of use to three types of professionals: those who study organizations; those who design information systems; and those who manage. This fact causes the paper to differ in a number of ways from earlier works dealing with organizational communications and related topics. For example, the paper draws on three different literatures: the psychological literature dealing with perception and cognition, the social-psychological literature dealing with the role of motivation in communications, and the organizational literature dealing with behavior in information systems. Further, the paper gives greater attention than do earlier works to logistical determinants of information system effectiveness, such as the workload of the unit processing the message or the priority assigned to a message, as contrasted with social-psychological determinants. Finally, the explicit introduction of judgement and argument by analogy when direct evidence is unavailable is a third way in which the paper differs from earlier works. The paper focuses in particular on the determinants of the performance and behavior of systems such as those mentioned above. It discusses in some detail the impact of these determinants on four processes that are of key importance in the operation of information systems. Two of these processes are used to increase system efficiency. One, message routing causes any particular message to be distributed to relatively few organizational units, and thus greatly reduces the information processing load of the many units that might otherwise be involved in receiving or relaying the message. The other, message summarizing, plays a similar role. It has as its purpose reducing the size of the message while at the same time faithfully reproducing its meaning. The remaining two processes follow from the fact that organizational units necessarily exercise some discretion in the way that they handle messages. Message delay is a consequence of the priority assignment given a message, and in many cases enhances the effectiveness not only of the operating unit but of the organization as a whole. Message modification refers to the distortion of message meaning. Its source may be either the cognitive limitations or the motivations of the sender or receiver. Modifications may be conscious or unconscious, well-intended or malicious. Each of these four processes is discussed in some depth. More specifically, the several determinants of the probability or extensiveness of each process's occurrence are identified. The literature related to the various process- determinant pairings is then reviewed, and is summarized in the form of propositions. Several areas where additional research is needed are noted and recommendations are made concerning what the nature of such research should be.",https://www.jstor.org/stable/2631299,Management Science,10.2307_2631299,Management & Organizational Behavior,1982.0,0,3.216520417481661e-05,0,0.0009622877696529031,0,0.00017613745876587927
,,,The Strategies of Foreign Subsidiaries: Responses to Organizational Slack,None,https://www.jstor.org/stable/40396990,International Studies of Management & Organization,10.2307_40396990,Management & Organizational Behavior,1984.0,0,7.295305113075301e-05,0,0.0002812220773193985,0,0.002394738607108593
,,,Frustration in Decision Processes: A Tentative Frame of Reference,None,https://www.jstor.org/stable/40396818,International Studies of Management & Organization,10.2307_40396818,Management & Organizational Behavior,1977.0,0,8.073287608567625e-05,0,0.00015704792167525738,0,0.00021597658633254468
,,,Technological Change in Urban Transport Organizations,"Case studies of two types of urban transport-related public-sector organizations that have recently introduced new technologies are presented. Political and organizational factors decisively shape the productivity-increasing potentials of technological change. However, once new technologies are incorporated, they generate new political and organizational relationships that may challenge the foundations of the resulting gains at organizational and political levels.",https://www.jstor.org/stable/3380129,Public Productivity Review,10.2307_3380129,Management & Organizational Behavior,1988.0,0,1.930748112499714e-05,0,0.00012394387158565223,0,0.002168625593185425
,,,Cooperative R&D and the Canadian Forest Products Industry,"In the past decade the share of cooperative R&D has increased. In this paper, using a case study of the forest industry in Canada, the antecedents of cooperative R&D and the forms it take are investigated. We show how market failures are corrected in the industry largely through industry wide R&D consortia. The share of government funding to maintain the cooperation reflects the degree to which the consortia can appropriate the full value of their knowledge products (i.e. prevent spillover of innovations to non-members in Canada and elsewhere). The case study indicates that the prime role of these nationwide consortia is the provision of potential access to R&D expertise, technological intelligence, and technology transfer services. The success and stability of these consortia depend on the degree to which their governance systems allow for better alignment of the costs and benefits that accrue to members from the consortia.",https://www.jstor.org/stable/30035576,Managerial and Decision Economics,10.2307_30035576,Management & Organizational Behavior,2003.0,0,1.8083195755025372e-05,0,0.006936279591172934,0,2.3706123101874255e-05
