stance twd. relt persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,Employer Behavior — Grasping a Phantom,None,https://www.jstor.org/stable/41783694,Management Revue,10.2307_41783694,Management & Organizational Behavior,2011.0,0,0.064379021525383,0,0.042124055325984955,0,0.00403424771502614
,,,Responses to Externally Induced Innovation: Their Effects on Organizational Performance,"Innovation may be externally induced; that is, an external threat or challenge such as the accident at the Three Mile Island (TMI) nuclear power plant sets the stage for outside parties such as the Nuclear Regulatory Commission (NRC) to propose that new practices be adopted. Managers then must make choices about how their organizations will respond. This study shows how prior performance can affect organizational responses and how these responses in turn can affect subsequent performance. Vicious cycles are shown to exist in which poorly performing organizations respond with rule-bound behavior, a response which only perpetuates their poor performance. Better-performing organizations, on the other hand, retain their autonomy, a response which reinforces their strong performance.",https://www.jstor.org/stable/2486273,Strategic Management Journal,10.2307_2486273,Management & Organizational Behavior,1988.0,0,0.0011107387254014611,0,0.0007853436982259154,0,0.0003735371574293822
,,,Estimating Loyalty and Switching with an Application to the Automobile Market,"A brand switching model that considers the choices: previous choice, current choice, and substitute choice, if the current choice were not available, is developed and estimated. An important assumption of the model is that the market consists of two types of consumers: ""Loyals"" and ""Shoppers."" The model provides estimates for: (1) the proportion of Loyals in a submarket, and (2) the success of each submarket in capturing Shoppers. We illustrate how the model can be used to characterize the competitive structure of a market. We also show how the estimated parameters of the model can be validated using simulation and a theoretically derived covariance matrix. Our empirical application to automobile data from J. D. Power and Associates provides insights into several interesting marketing phenomena including: (1) the competitiveness of domestic versus foreign makes of automobiles, (2) competition between submarkets defined by form, and (3) the effect of previous dealer experience on loyalty and shopping.",https://www.jstor.org/stable/2632669,Management Science,10.2307_2632669,Management & Organizational Behavior,1992.0,0,1.1180959518242162e-05,0,0.012707545422017574,0,0.007958595640957355
,,,Assessing Diversity Climate: A Field Study of Reactions to Employer Efforts to Promote Diversity,"Based on intergroup theory, this study examined relationships among group characteristics (racioethnicity, gender, and level), contextual organizational unit characteristics (gender and racioethnic heterogeneity, resource support for women and racioethnic minorities) and perceptions of diversity climate by faculty at a large university. Compared to white men, white men and racioethnic minorities placed greater value on employer efforts to promote diversity, and held more favorable attitudes about the qualifications of women and racioethnic minorities. The study found that group rather than contextual organizational unit characteristics were more strongly related to diversity climate. However, the organizational unit characteristic, gender heterogeneity, was significantly related to valuing diversity. The greater the ratio of women in a unit, regardless of the respondents' gender, racioethnicity or level, the more favorable diversity activities were viewed. In addition, units whose allocation of resources to racioethnic minorities were perceived as insufficient by respondents were more likely to have members who valued diversity and held favorable perceptions toward the qualifications of racioethnic minorities. Implications for organizations and future research are offered.",https://www.jstor.org/stable/2488130,Journal of Organizational Behavior,10.2307_2488130,Management & Organizational Behavior,1993.0,0,1.658403743931558e-05,0,0.0010284794261679053,1,0.9999762773513794
,,,Investment Analysis Using the Probability Distribution of the Internal Rate of Return,The probability distribution of the internal rate of return of an investment is derived under conditions where uncertainty in costs and returns can be described by a multivariate normal distribution. The paper sketches the derivation of the exact probability distribution for the rate of return and gives the normal approximation to this distribution when variances of period costs and returns are small. A number of typical normal probability models are discussed in order to demonstrate the flexibility of the approach. An extended application of the analysis is presented using a World Bank appraisal of a hydroelectric power investment in Argentina.,https://www.jstor.org/stable/2630057,Management Science,10.2307_2630057,Management & Organizational Behavior,1975.0,0,7.546426786575466e-06,0,0.0001812406990211457,0,7.40088798920624e-05
,,,"Identification in Face-to-Face, Hybrid, and Pure Virtual Teams: Untangling the Contradictions","Identification is a person's sense of belonging with a social category. Identification in virtual organizational teams is thought to be especially desirable because it provides the glue that can promote group cohesion despite the relative lack of face-to-face interaction. Though research on virtual teams is exploding, it has not systematically identified the antecedents or moderators of the process by which identification develops, leaving a number of gaps and apparent contradictions. The purpose of this paper is to begin to untangle the contradictions and address some of the gaps by tracing the mechanisms and moderating processes through which identification develops in hybrid and pure virtual settings, and the ways that these processes differ from face-to-face settings.",https://www.jstor.org/stable/25145946,Organization Science,10.2307_25145946,Management & Organizational Behavior,2005.0,0,0.00041767515358515084,0,0.0221078060567379,0,0.37918803095817566
,,,Introduction,None,https://www.jstor.org/stable/jcorpciti.52.5,Journal of Corporate Citizenship,10.2307_jcorpciti.52.5,Management & Organizational Behavior,2013.0,1,0.6335822343826294,0,0.0005395649350248277,0,0.0011337968753650784
,,,"An Econometric Analysis of Advertising, Retail Availability, and Sales of a New Brand",This article is an exploratory study on the question: Does consumer advertising increase retail availability of a new product? Nerlove's procedure is used to estimate a dynamic model. Cross-section and time series data for one product class are pooled. The managerial implications of the model are discussed.,https://www.jstor.org/stable/2630206,Management Science,10.2307_2630206,Management & Organizational Behavior,1974.0,0,3.377856410224922e-05,0,0.0006142295314930379,0,0.003028681268915534
,,,Sense-Making of Accounting Data As a Technique of Organizational Diagnosis,"Planning is a process of inquiry. Inquiry can be enhanced if different views-of-the-world are used to inform each other. In an exploratory field study, a sense-making exercise was used in the initial, goal definition stage of planning. Its use is antithetical because sense-making denies that management action is based on preconceived goals or objectives. Instead, sense-making assumes management action is a continuous, equivocal stream of experience that can only be understood (or made sense of) when it is viewed in retrospect. Accounting reports were prepared to describe a fictitious, but plausible future scenario for an organization. A number of alternative future directions that the organization could have followed-different kinds of organization it could have become-were used as a basis for creating the accounting reports. The management group then imagined themselves even further out into the future, looking back over the accounting data. They tried to understand what they had done during this period, why they had done it, and how they felt about having done it. The impact of this exercise on the managers' cognitive and emotional experience and their commitment to use the method in other decisions suggest that sense-making can enhance the group process of inquiry during the initial stages of planning.",https://www.jstor.org/stable/2631652,Management Science,10.2307_2631652,Management & Organizational Behavior,1984.0,0,2.965305611724034e-05,0,0.0024554480332881212,0,5.211571988184005e-05
,,,Managing the Impact of Employee Turnover on Performance: The Role of Process Conformance,"We examine the impact of employee turnover on operating performance in settings that require high levels of knowledge exploitation. Using 48 months of turnover data from U.S. stores of a major retail chain, we find that, on average, employee turnover is associated with decreased performance, as measured by profit margin and customer service. The effect of turnover on performance, however, is mitigated by the nature of management at the store level. The particular aspect of management on which we focus is process conformance-the extent to which managers aim to reduce variation in store operations in accordance with a set of prescribed standards for task performance. At high-process-conformance stores, managers use discipline in implementing standardized policies and procedures, whereas at low-process-conformance stores, managers tolerate deviations from these standards. We find that increasing turnover does not have a negative effect on store performance at high-process-conformance stores; at low-process-conformance stores, the negative effect of turnover is pronounced. Our results suggest that, in settings where performance depends on the repetition of known tasks, managers can reduce turnover's effect by imposing process discipline through standard operating procedures.",https://www.jstor.org/stable/25146163,Organization Science,10.2307_25146163,Management & Organizational Behavior,2008.0,0,1.022884407575475e-05,1,0.9655961394309998,1,0.6286388039588928
,,,The Structure of Management Information Systems,None,https://www.jstor.org/stable/40396908,International Studies of Management & Organization,10.2307_40396908,Management & Organizational Behavior,1981.0,0,0.001735239988192916,0,0.00017984390433412045,0,0.000154048582771793
,,,The Free Cash Flow Hypothesis for Sales Growth and Firm Performance,"business is business! And business must grow -Dr. Seuss, The Lorax The paper investigates the agency argument that sales growth in firms with free cash flow (and without strong governance) is less profitable than sales growth for firms without free cash flow. It also tests whether strong governance conditions improve the performance of firms with free cash flow and/or limit the investments in unprofitable sales growth. Consistent with agency theory, firms with free cash flow gain less from sales growth than firms without free cash flow. But different governance conditions affect sales growth and performance in different ways. Having substantial management stock ownership mitigates the influence of free cash flow on performance, despite allowing higher sales growth. In contrast, outside blocks held by mutual funds reduce sales growth substantially, but does not increase performance from sales growth.",https://www.jstor.org/stable/3094238,Strategic Management Journal,10.2307_3094238,Management & Organizational Behavior,2000.0,0,3.7720310501754284e-05,0,0.0002297793107572943,0,8.247230289271101e-05
,,,ISO 9000: Outside the Iron Cage,"Adopted by an increasing number of organizations around the world, the ISO 9000 standards have become a growing concern for more and more managers who are often compelled to adopt this system without really knowing its requirements and implications for employees. Though the effects of this standard on quality management and on performance improvement have been widely debated, there is little knowledge of how the managers and employees who are asked to implement and maintain it perceive the ISO 9000 standards or resist its use. This study will thus attempt to analyze this perception and resistance with regard to both the standard and the certification process. So as to avoid the traditional and idealised view of this standard, whose commercial stakes often give rise to uncritical statements, almost 50 interviews were conducted outside of the workplace. The results of these interviews revealed highly contrasting attitudes that were frequently critical of the ISO 9000 system, which was often given only superficial support. A qualitative analysis of the data allowed us to identify three types of respondents. They were grouped according to their opinions and attitudes about the implementation of this standard. The three groups were ceremonial integrators, quality enthusiasts and dissidents. Although the ""quality enthusiasts"" discourse often reflects managers' ""rhetoric of success"" described by Zbaracki (1998) about the implementation of total quality programs, this rhetoric is not shared by the other respondent categories. Hence, this research project contributes to a better understanding of how institutional pressures, which create ""isomorphic"" organizations by leading them to adopt identical management models, are reinterpreted, renegotiated, and modified within organizations. The proposed typology casts doubt on the mechanistic, consensual, and monolithic view of the ISO 9000 system that underlies most of the work on this theme. In particular, this study demonstrates the relevance of adopting both the institutionalist and critical approaches in efforts to explain the respondents' opinions. In so doing, the personnel's support for the ISO 9000 system and the certification process can then be analyzed from different angles. This certification process would ultimately appear to be a rite of passage that gives rise to various strategies that depend on the respondents' category and their support for the standard.",https://www.jstor.org/stable/4135130,Organization Science,10.2307_4135130,Management & Organizational Behavior,2003.0,1,0.9999755620956421,0,0.0001683930604485795,0,0.0007165573770180345
,,,Competitive Advantages Exist: A Critique of Powell,"This response is a plea for considering cautiously the use of formal logic and philosophy in strategic management. In a recent article, logical and philosophical considerations on the relationship between competitive advantage and superior returns led to a pragmatic view of competitive advantage. First, we propose a different logical analysis of the links between competitive advantage and superior performance. Using the same premises, this analysis leads to different conclusions. Second, our commentaries suggest that philosophy should be employed for opening discussions and perspectives rather than as an instrument for conviction.",https://www.jstor.org/stable/3094283,Strategic Management Journal,10.2307_3094283,Management & Organizational Behavior,2002.0,0,1.838611569837667e-05,0,0.0010948922717943788,0,8.855699707055464e-05
,,,Herbert Simon Appreciation and Aspiration,"The award of the Nobel Prize in Economics to a Professor of Computer Sciences and Psychology is surprising but refreshing. Unlike many economists, Simon is more concerned with how decisions are made than with what decisions are made. His writings, although academic and theoretical, are concerned with the real world and are of practical value to the administrator. He is willing to accept evidence from any relevant source and has ranged widely over not only the disciplines of the social sciences but also the philosophies. Simon is well aware of the value of quantitative methods, but remains convinced of the great importance of value judgements in decision-making. In view of the trends in modern society towards greater concern with aspects of welfare which are difficult to quantify, and the growing importance of the public sector, Simon's work is highly relevant to our times. It is in the best traditions of political economy, and is not remote from reality.",https://www.jstor.org/stable/2487272,Managerial and Decision Economics,10.2307_2487272,Management & Organizational Behavior,1980.0,0,0.00023139874974731356,0,0.0009155767620541155,0,0.00022570494911633432
,,,The Human Factor: An Update,"Having a decade of experience with the United Nations, Mrs Merieau had the opportunity to research, in 2006, the extent to which staff perceptions of the private sector may impact upon the success of cross-sector partnerships. The survey-based research intended to examine whether potential negative stereotypes of the corporate sector had any significant influence on the development and outcome of these partnerships. In 2015, with the assistance of Ms Susana Martinez Schmickrath, the survey was again administered among UN staff and the results show a net positive evolution in staff attitudes toward the private sector.",https://www.jstor.org/stable/jcorpciti.59.6,Journal of Corporate Citizenship,10.2307_jcorpciti.59.6,Management & Organizational Behavior,2015.0,0,0.04109521582722664,1,0.8578993678092957,0,0.00018759822705760598
,,,THE EFFECT OF CLASSIFICATION SHIFTING ON ANALYST FORECAST ACCURACY: EVIDENCE FROM JAPAN,"Accounting research has focused extensively on both discretionary accrual-based earnings management (DA) and real earnings management (REM). The third route of earnings management, classification shifting (CS), is a relatively new research area. First, this paper provides evidence that managers in Japan overstate operating income through classification shifting. Second, we find that analysts' forecast accuracy for operating income is reduced for firms that use frequent classification shifting to manipulate operating income upward. This paper can be helpful for regulatory agencies responsible for financial reporting quality when supervising or auditing the quality of firm's financial reporting. This paper also highlights investors' need to perform detailed reviews of firms' financial statements in their decision making.",https://www.jstor.org/stable/43697707,Hitotsubashi Journal of Commerce and Management,10.2307_43697707,Management & Organizational Behavior,2015.0,0,2.2566526240552776e-05,0,0.037154681980609894,0,0.0005534655647352338
,,,"Skewness Preference, Mean-Variance and the Demand for Put Options",This paper compares the mean-variance and the mean-variance-skewness approaches to modelling expected utility. Attention is focused on a problem encountered in risk management: determining the optimal demand for a put option hedging the return on an asset with a negatively skewed return distribution. It is demonstrated theoretically that incorporating positive skewness preference into the decision-maker's objective function typically produces a reduction in the demand for put options when compared with the mean-variance solution. A state-dependent example is provided to illustrate how a mean-variance-skewness objective can result in a significant reduction in the optimal amount of crop insurance demanded when compared with the mean-variance solution.,https://www.jstor.org/stable/3108292,Managerial and Decision Economics,10.2307_3108292,Management & Organizational Behavior,1999.0,0,1.9628607333288528e-05,0,0.0004726590705104172,0,8.348975097760558e-05
,,,Polish nightclubs and bars: Management insights into what customers really want,"This research aims to analyse the needs of nightclub and bar customers from emerging and developing Polish market by examining customer preferences towards the servicescape and service offerings provided by such venues. Purposive sampling was used to establish two focus groups within the industry's main target market age group. This data was then subjected to a frequency analysis in SPSS in order to identify those elements that were most preferred by the majority of respondents in Poland. Our findings point to the significant preferences of Polish club-goers, indicating importance of various elements of the servicescape (e.g. gender of clientele, security, seating, location of dance floor and service offering) in influencing customer decisions to enter a venue. Diese Studie zielt daraufhin ab, den Bedarf der Kunden von Nightclub und Bars in dem aufstrebenden und sich entwickelnden polnischen Markt anhand der Kundenpräferenzen in Bezug auf Dienstleistungen zu analysieren. Zweckmäßige Stichproben wurden verwendet, um zwei Zielgruppen innerhalb der Hauptalterszielgruppe der Branche zu etablieren. Die Daten wurden dann einer Häufigkeitsanalyse in SPSS unterworfen, um jene Elemente zu identifizieren, die von der Mehrheit der Befragten in Polen am stärksten bevorzugt wurden. Unsere Ergebnisse deuten auf signifikante Vorlieben der polnischen Clubbesucher hin, wobei die Wichtigkeit von verschiedenen Elementen der Dienstleistungen bei der Entscheidungsfindung der Kunden aufgezeigt wird.",https://www.jstor.org/stable/23281187,Journal of East European Management Studies,10.2307_23281187,Management & Organizational Behavior,2008.0,0,2.4610559194115922e-05,0,0.0004361439205240458,0,0.0010667681926861405
,,,"Entrepreneurial Ability, Venture Investments, and Risk Sharing","A number of issues that relate to the desirability and implications of new venture financing are examined within a principal-agent framework that captures the essence of the relationship between entrepreneurs and venture capitalists. The model suggests: (1) As long as the skill levels of entrepreneurs are common knowledge, all will choose to involve venture capital investors, since the risk sharing provided by outside participation dominates the agency relationship that is created. (2) The less able entrepreneurs will choose to involve venture capitalists, whereas the more profitable ventures will be developed without external participation because of the adverse selection problem associated with asymmetric information. (3) If a costly signal is available that conveys the entrepreneur's ability, some entrepreneurs will invest in such a signal and then sell to investors; these entrepreneurs, however, need not be the more able ones. The implications for new venture financing of these and other findings are discussed and illustrated by example.",https://www.jstor.org/stable/2632662,Management Science,10.2307_2632662,Management & Organizational Behavior,1990.0,0,6.388910605892306e-06,0,0.00017770005797501653,0,0.00018846274178940803
,,,The Boundaryless Career: A Competency-Based Perspective,"This paper proposes a competency-based view of careers, derived from competency-based models of employer firms. The implications for boundaryless careers are explored by reference to changing organizational, occupational and industry community contexts. All of these contexts are seen as likely to promote boundaryless career behaviors. Future research possibilities for each of three career competencies, and for interdependence among the competencies, are briefly examined.",https://www.jstor.org/stable/2488429,Journal of Organizational Behavior,10.2307_2488429,Management & Organizational Behavior,1994.0,0,0.00023469817824661732,0,0.0003983978240285069,1,0.9849338531494141
,,,Optimal Price Promotion in the Presence of Asymmetric Reference-Price Effects,"In this study we demonstrate how a reference price may affect the degree of price rigidity/flexibility. For this, we construct a model of reference-price formation, which we use to analyze the effect of asymmetric reference price (cut 'effects') on the profitability of price promotions. We derive explicit expressions for the additional profits earned during a promotional period due to consumer perception of a 'gain', and for the post-promotion loss of potential profits due to consumer perception of a 'loss'. We show that when effects of losses on demand are greater than effects of gains ('loss aversion'), price promotions always lead to a decline in profits. When, however, effects of gains are larger than those of losses, price promotions, as well as reverse price promotions (i.e. price increase) can be profitable. In the latter case we calculate the optimal depth and duration of a price promotion. We also show that reference price can affect price rigidity and flexibility.",https://www.jstor.org/stable/25151542,Managerial and Decision Economics,10.2307_25151542,Management & Organizational Behavior,2007.0,0,6.763688361388631e-06,0,0.0002196645800722763,0,4.69364931632299e-05
,,,A Power Game of Multi-Stakeholder Initiatives,"The critiques of power inequalities in multi-stakeholder initiatives (MSIs) predominantly focus on the domination of trans-national corporations in the process of negotiation, owing to information asymmetry and resource and capacity differentials. To challenge their influences, some MSI protagonists, under the influence of institutional thinking, propose ‘anti-firm’ strategies, such as stronger sanctions, more effective monitoring and developing strategic alliances among non-market stakeholders, in an attempt to redraw the balance of power. By evaluating the effectiveness of the ‘anti-firm’ proposals, this paper argues that targeting trans-national corporations as the villain would simply create a dichotomy of ‘them versus us’. This perspective shows an inadequate understanding of the complex incentive structures of different stakeholders. Preoccupied with the power dynamics within MSIs, other wider dimensions of power inequalities, such as North–South tension, global–local dilemmas, and the legitimacy of non-governmental organisations in MSIs, are all sidestepped.",https://www.jstor.org/stable/jcorpciti.55.26,Journal of Corporate Citizenship,10.2307_jcorpciti.55.26,Management & Organizational Behavior,2014.0,1,0.9981465339660645,0,0.00015539847663603723,0,0.0009962180629372597
,,,"Explaining the Swollen Middle: Why Most Transactions Are a Mix of ""Market"" and ""Hierarchy""","Why are firms sometimes more efficient than markets at organizing transactions? Why are most transactions arrayed neither at the pure ""market"" nor at the pure ""hierarchy"" end of the continuum, but rather in the ""swollen middle,"" incorporating features of both ""market"" and ""hierarchy""? Why don't firms make greater use of price incentives? This paper addresses these three questions by developing a model of the choice of institution. One key building block is the distinction between organizing methods (hierarchy and the price system) and institutions (firms and markets). Hierarchy and the price system are two distinct methods for organizing transactions, each with particular costs and benefits. Markets and firms are institutions which use one or both of these methods. Although markets predominantly use prices and firms rely principally on hierarchy, there is not a one-to-one correspondence between prices and markets or between hierarchy and firms. Indeed, the paper argues that it is generally more efficient to use a mix of both methods than to specialize in either. The paper focuses on the enforcement properties of prices and hierarchy. Hierarchy controls individuals directly by constraining their behavior (by imposing behavior constraints) while prices do it indirectly by measuring their outputs (through price constraints). Under hierarchy, individuals receive a salary to do as told, while self-employed individuals governed by the price system are rewarded on the basis of their output. Each system has its own biases: using prices maximizes effort (minimizes shirking) but incites individuals to inflate the price and/or reduce the quality of their output. (It encourages cheating.) Relying on hierarchy results in the opposite bias: under hierarchy individuals are not paid in function of their output, but instead are rewarded for following directives. They have, thus, strong incentives to minimize effort (to shirk) unless properly supervised, but, being paid a fixed sum to follow orders, they have few incentives to cheat. Hence the price system experiences low shirking, but potentially high cheating costs, while hierarchy faces low cheating but high shirking costs. Organizing costs are the sum of shirking and cheating costs. Any given transaction will be organized by the mix of price and hierarchy (i.e., by the mix of price and behavior constraints) that minimizes organizing costs. A transaction will be organized within a firm if the reduction in cheating costs achieved by replacing price constraints by behavior constraints exceeds the resulting increase in shirking costs and by the market in the opposite case. The paper shows that cheating and shirking costs increase more than proportionately as one concentrates in either pure price or behavior constraints. Hence using a mix of both methods generally minimizes the sum of cheating and shirking costs. This explains why most transactions exhibit features of both markets and hierarchy. The paper shows clearly the tradeoff involved between price and behavior constraints. It explains the costs and benefits of using two types of price incentives in firms, piecework and profit centers, and predicts when they will be used.",https://www.jstor.org/stable/2635079,Organization Science,10.2307_2635079,Management & Organizational Behavior,1993.0,0,6.269848381634802e-05,0,0.430774450302124,0,7.927550905151293e-05
,,,Policy belief systems and risky technologies: the Dutch debate on regulating LPG-related activities,"Much is known about technical issues of risk analysis and risk assessment. Much less is known about risk management strategies in use. Next to nothing is known about the (mis) match between risk management strategies and political structures and cultures. In an attempt to illuminate cultural and political obstacles in public debates concerning risk management, we analyze the policy formation process in the Netherlands concerning the assessment and management of risks related to Liquid Petrol Gas (LPG). This process resulted in a comprehensive national approach to norm-setting in regulating risky technologies. Using a combination of approaches to the developmental dynamics of policy debates, we trace technical issues in administrative strategies for risk assessment and management to fundamental differences between three policy belief systems dominating public discourse in capitalist welfare states.",https://www.jstor.org/stable/26162739,Industrial Crisis Quarterly,10.2307_26162739,Management & Organizational Behavior,1990.0,1,0.9861631989479065,0,0.00014870299492031336,0,2.257121741422452e-05
,,,"Technology Search Investments: Evolutionary, Option Reasoning, and Option Pricing Approaches",How do firms allocate limited search resources among substituting technologies with uncertain prospects? This paper contrasts three different approaches. The first follows evolutionary theorists' portrayals of decision-making processes under bounded rationality. The second approach--real option reasoning--fosters flexibility by investing in more than one technology and postponing the decision to specialize. Following the third approach--real option pricing--firms base their search investments on forward-looking calculations of technology option prices. We lay out the contrasting theoretical assumptions behind each of these three approaches and construct a simulation model to compare their implications.,https://www.jstor.org/stable/20142136,Strategic Management Journal,10.2307_20142136,Management & Organizational Behavior,2004.0,0,3.3744108804967254e-05,0,0.0002506482705939561,0,9.674891043687239e-05
,,,Factors Affecting Industrial Relations in the Electronics Industry of Hong Kong-An Empirical Research Analysis,"This paper attempts to study the factors affecting industrial relations in the electronics industry in Hong Kong. Comparative surveys were carried out, in selected companies and a major union, with management and workers. Results showed that basic financial, physical and physiological factors are still important for affecting workers' attitude towards industrial relations. However, socio-psychological satisfactions are increasing as a result of demands by younger and better educated workers, the major workforce of the industry. The `pendulum' attitude of workers towards the management and the unions leads to a delicate situation in the industrial relations of the industry.",https://www.jstor.org/stable/2487115,Managerial and Decision Economics,10.2307_2487115,Management & Organizational Behavior,1984.0,0,1.6175483324332163e-05,0,0.00011409692524466664,0,0.003052392043173313
,,,Decision Rules in Chance-Constrained Programming: Some Experimental Comparisons,"A stochastic programming model for evaluation of investment in irrigation is presented. The model reflects the complex hydrologic and economic interactions that arise from consideration of the conjunctive use of ground and surface water, the need for the provision of drainage to irrigated lands, and the use of some lands for rice cultivation. The implications of stochastic precipitation are discussed. Several decision rules for system operation are presented and discussed in terms of computation requirements and the possibility of field implementation. Deterministic equivalents to the probabilistic water requirement constraints are derived for zero-order, linear, and two-piece decision rules, and the model is solved with alternate assumptions regarding the form of the rules to be used. An irrigation project proposed for Bangladesh is chosen to illustrate some possible consequences for investment planning of the choice of decision rules. Decision rules in chance-constrained programming are seen as tools for effecting good approximate solutions to stochastic programming problems when used with knowledge of the technical aspects of the investment decisions to be analyzed.",https://www.jstor.org/stable/2629197,Management Science,10.2307_2629197,Management & Organizational Behavior,1973.0,0,2.3292175683309324e-05,0,0.00022546319814864546,0,4.8753579903859645e-05
,,,Job Shop Scheduling with Due Dates and Overtime Capability,A scheduling procedure is proposed for the static job shop problem with job due dates and overtime capability. An example is used to demonstrate the procedure and the generation of trade-off curves relating overtime and total tardiness for use in managerial evaluation of alternative schedules. Results are reported for a set of trial problems having 30 to 98 processing operations. An extension of the procedure is described for dynamic job shop scheduling.,https://www.jstor.org/stable/2629585,Management Science,10.2307_2629585,Management & Organizational Behavior,1974.0,0,2.418889016553294e-05,0,0.000476815301226452,0,0.0004725556937046349
,,,What's Wrong and What Should Be Done: Comments on the Case Study,None,https://www.jstor.org/stable/3380567,Public Productivity & Management Review,10.2307_3380567,Management & Organizational Behavior,2000.0,0,3.5921475500799716e-05,1,0.9621292948722839,0,0.013479495421051979
