stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,The Italian Personnel Manager,"A character in search of an author. This is the Personnel Manager today. There is no congress, convention or seminar of Personnel Managers in which the problem of their professional ""image"" is not raised debated and discussed. To try and answer this type of question the ILO International Centre of Turin has conducted a survey in Italy. A mail questionnaire has been sent to the Personnel Managers of 700 Italian firms representing all types of firms, in size, sector of production and economic importance. Among the 110 answers received, 77,5% were from middle and small firms and 22,5% from large firms with more than 5.000 employees. 52% were from firms with a family controlled capital that had been founded before the first world war. Who is the Personnel Manager in Italy? From our answers, which mainly reflect the situation existing in the middle sized firms, he is a graduate from University (90%), from the faculty of law (50%), Economics (20%) or Social Sciences (15%) and he has attended some seminars on personnel administration techniques. The present situation, on the other hand, does not satisfy him and he asks for specialized courses in which labour legislation is matched with social sciences and economics. An interesting aspect of his family background concerns his father's profession. Italian Personnel Managers are more likely to have fathers who are professionals, managers or proprietors. This fact is much more relevant (60%) in the little companies than in the large (49%) and middle companies (35%). The white-collar occupations come next with 30% for the little firms, 35% for the middle, and 49% for the large firms. Labourers and peasants occupations come next with 5% for the little firms, 14% for the middle and 1% for the large firms. It would therefore appear from this survey that only individuals with certain family background characteristics are likely to become Personnel Managers. This is a fact which seems to be valid also for the Italian managerial class as a whole, according to other research work on the subject. Low average age and a rather high job mobility, also indicate that the occupation is open to the younger managerial generation in this country. There is a change in mentality on which age and education, as shown in the survey, have a large influence. The younger and more educated are the Personnel Managers, the more open they are towards new forms of personnel participation within the firm. A further indication of change is the interest shown by Personnel Managers for more extensive application of modern Personnel Administration Techniques. This indicates in practice a trend towards an increasing use of objectives, rational, quantitative, methods of selection, training, remuneration and career planning, which are by nature less influenced by personal feelings, family pressures, recommendations, obligations and other emotional factors influencing Personnel Management in a typical family-type firm. /// Un caractère en quête d'auteur: voilà le chef de personnel de nos jours. Il n'y a pas de congrès, d'assemblée ou de séminaire de chefs de personnel où le problème de leur ""image"" ne soit pas soulevé, débattu et discuté. Dans le but de trouver une réponse à ce genre de questions, le Centre International de Turin du BIT a organisé une étude analytique en Italie. Un questionnaire a été envoyé aux chefs de personnel de 700 entreprises italiennes représentant tous les genres de sociétés par rapport à leur grandeur, leur secteur de production et leur importance économique. Parmi les 110 réponses obtenues, 77,5% émanaient d'entreprises moyennes et petites et 22,5% de grandes entreprises avec plus de 5.000 employés. 52% émanaient d'entreprises avec un capital contrôlé par la famille et qui avaient été fondées avant la première guerre mondiale. Qui est le chef de personnel italien? Selon les réponses qui nous sont parvenues et qui reflètent, pour la plupart, la situation des entreprises moyennes, c'est un gradué d'université (90%), de la faculté de droit (50%), économie (20%) ou de sciences sociales (15%), et il a suivi quelques séminaires sur les techniques de l'administration du personnel. La situation actuelle, cependant, ne le satisfait pas et il s'intéresse à des cours spécialisés qui unissent la législation du travail avec les sciences sociales et l'économie. Un aspect intéressant concernant son parentage est le métier de son père. Il y a de grandes probabilités que les pères des chefs de personnel italiens soient des hommes de profession, des dirigeants ou des propriétaires. Ce fait se trouve davantage confirmé dans les petites entreprises (60%) que dans les grandes entreprises (49%) et les entreprises moyennes (35%). Ensuite, il y a les employés de bureau: 30% pour les petites entreprises, 35% pour les moyennes et 49% pour les grandes entreprises. Avec 5% pour les petites entreprises, 14% pour les moyennes et 1% pour les grandes, s'ajoutent les ouvriers et les paysans. Il résulte donc de cette analyse que ce sont plutôt des individus avec un certain fond familial qui tendent à devenir chefs de personnel. Selon d'autres recherches faites à ce sujet, cette constatation s'applique à la classe des dirigeants d'entreprises italiens dans son intégralité. Un âge moyen bas et une certaine facilité à changer de position indiquent aussi que ce genre d'occupation est ouvert à la jeune génération des dirigeants de ce pays. Il s'agit donc d'un changement dans la mentalité sur lequel l'âge et l'éducation -- comme il a été démontré dans l'étude analytique -- ont une grande influence. Plus les chefs de personnel sont jeunes et mieux ils sont éduqués, plus ils sont ouverts aux formes nouvelles de la participation du personnel à l'intérieur de l'entreprise. Une autre preuve du changement est l'intérêt démontré par les chefs de personnel pour une application plus extensive des techniques modernes de l'administration du personnel. Cela démontre, en effet, une tendance vers l'emploi accru de méthodes de sélection, de formation, de rémunération et de planification de carrière objectives, raisonnées et quantitatives, qui sont par leur nature moins influençables par les sentiments personnels, les pressions familiales, les recommandations, les obligations et d'autres facteurs émotifs qui influencent le management du personnel dans une entreprise du type ""de famille"". /// Führungskräfte im Personalbereich suchen heute zunehmend nach einer Art Selbstbestätigung durch den Spiegel der wissenschaftlichen Beschäftigung mit ihrem Berufsbild. Um in dieser Hinsicht ein besseres Urteil von Seiten der Forschung bereitstellen zu können, wurde in Italien eine umfassende empirische Studie durchgeführt, die 700 Firmen unterschiedlicher Branchen, Wirtschaftszweige und Größenordnung enthielt. Auf die Frage, wer heute die Personalführungskraft in Italien repräsentiert, wurde in 90% der Antworten das Kriterium des Universitätsabschlusses mit juristischer Ausrichtung (50%), mit wirtschaftswissenschaftlicher Ausrichtung (20%) und mit sozialwissenschaftlichem Schwerpunkt (15%) in Verbindung mit einer nachuniversitären Spezialisierung aufgrund von Kursen in Personalmanagement genannt. Die gegenwärtige Ausbildungssituation wird hingegen nicht als befriedigend bezeichnet, da sie eine Verbindung zwischen Arbeitsgesetzgebung und wirtschafts-und sozialwissenschaftlicher Ausbildung vermissen läßt. Ein wichtiger Gesichtspunkt im familiären Hintergrund des italienischen Personalchefs scheint des Vaters Beruf zu sein, der in der Mehrzahl der Fälle mit Akademiker, Manager oder Unternehmer angegeben wurde. Danach folgen das Berufsbeamtentum, Arbeiter und Bauern mit jeweils unterschiedlichen Verteilungen in Klein-, Mittel- und Großbetrieben. Diese Verteilung trifft, wie andere Studien gezeigt haben, im wesentlichen und allgemein auf die Berufsschicht der Manager zu. Das Zusammenfallen von niedrigem Alter und hoher Mobilität verweist auf das relativ niedrige Durchschnittsalter italienischer Personalführungskräfte. Letzteres mag auch ein Grund für deren allgemeine Gewerkschaftsfreundlichkeit sein, die wiederum auf einen Ansatz zum Wandel der italienischen Gesellschaftsstruktur in Richtung auf eine Integration der unterschiedlichen Klassen hindeutet. Weitere progressive Einstellungen sind eine Tendenz zur Mitbestimmung, eine vermehrte Anwendung moderner Personalverwaltungstechniken und eine grundsätzliche Hinwendung zu mehr Objektivität und Rationalität in der Personalbeurteilung und den damit verbundenen Beförderungs- und Belohnungssystemen. Ein wesentlicher Mangel scheint im immer noch zu stark begrenzten Aufgabenfeld gegeben zu sein, das offenbar nur wenig Autonomie und Entscheidungsfreiheit zuläßt und im großen und ganzen die Personalfunktion noch immer als Stabs- und nicht als Linienaufgabe gelten läßt.",https://www.jstor.org/stable/40245524,Management International Review,10.2307_40245524,Management & Organizational Behavior,1975.0,1,0.9099966287612915,0,0.0003663086681626737,0,0.014158261939883232
,,,"COMMODITIES AND ""KOGAI"" —A FRAMEWORK FOR STUDYING THEIR CAUSAL RELATIONSHIPS—",None,https://www.jstor.org/stable/43294805,Hitotsubashi Journal of Commerce and Management,10.2307_43294805,Management & Organizational Behavior,1972.0,0,1.2077804967702832e-05,1,0.9994565844535828,0,0.0007900462951511145
,,,"A Critique of ""The Distribution System Simulator"" by M. M. Connors, et al","This paper compares DSS with other simulation models and modelling approaches of the past with respect to its weaknesses and strengths, as well as its novel and specialized characteristics. The importance of the ""question-and-answer"" superstructure of DSS is discussed. The need for regularly updating the parameters of inventory-distribution systems is noted. The serious limitations of DSS are brought into focus and reference is made to those situations which cannot be easily handled by simulation models like DSS, in general. For the benefit of the practitioners, this paper describes how and by whom DSS can be used with facility. Finally, the overall effectiveness of DSS in improving management objectives is questioned.",https://www.jstor.org/stable/2629629,Management Science,10.2307_2629629,Management & Organizational Behavior,1973.0,0,1.020786294247955e-05,0,0.0003180744533892721,0,9.189271077048033e-05
,,,COLUMBIA RIVER MEDITATIONS,None,https://www.jstor.org/stable/26161854,Organization & Environment,10.2307_26161854,Management & Organizational Behavior,1999.0,0,2.5503783035674132e-05,0,0.0002716387389227748,0,0.0019264157162979245
,,,The Creative-Destructive Process of Organizational Change: The Case of the Post Office,Studies of organizational change have tended to focus on identifying the reasons for change while ignoring the process of change. Even those that analyze the process of change are concerned with the challenge of creating new organizational structures. This paper discusses the destructive aspects of reorganizing that must take place if change is to be successful. The 1970-71 reorganization of the U.S. Post Office Department is used as a model.,https://www.jstor.org/stable/2392181,Administrative Science Quarterly,10.2307_2392181,Management & Organizational Behavior,1977.0,0,0.002698753494769335,0,0.0002511159109417349,1,0.9988886713981628
,,,Profit Center Control for Corporate Management Information Systems: An Organizational Analysis,None,https://www.jstor.org/stable/40227155,Management International Review,10.2307_40227155,Management & Organizational Behavior,1974.0,0,1.0740616744442377e-05,0,0.0003989816177636385,0,0.00028409212245605886
,,,How to connect strategy research With broader issues that matter?,None,https://www.jstor.org/stable/43581869,Strategic Organization,10.2307_43581869,Management & Organizational Behavior,2012.0,0,0.0020464102271944284,0,0.00020057341316714883,0,0.00021300878142938018
,,,A Mathematical Model of Dental Caries Used to Evaluate the Benefits of Alternative Frequencies of Bitewing Radiographs,"This paper describes the development of a mathematical model that can provide the basis for a decision support system to aid dentists (or patients) in making decisions about how often to perform (or receive) bitewing radiographs. The model, which describes the initiation and progression of approximal dental caries, is developed from an analysis of 4 to 13 sets of serial bitewing radiograph exams taken on over 700 individuals. Caries incidence is modeled as follows: (1) there is an underlying gamma distribution representing variation in an individual's expected annual number of new lesions; (2) an individual's distribution of new lesions in a year follows a Poisson process with expected value that can be thought of as having been randomly selected from the gamma distribution. Progression is modeled by assuming duration of carious lesions in each half of the dental enamel can be approximated by a piecewise exponential distribution. Using this model, we determine the relationship between when the next set of bitewing radiographs is performed and the probability carious lesions are detected before any lesions reach the inner half of the dentin. For high risk individuals with no unrestored enamel lesions from their last set of radiographs, bitewings should be scheduled yearly; for low risk individuals with no unrestored enamel lesions, bitewings could be scheduled every 2.5 to 3 years, though both of these conclusions depend on the patient's and/or dentist's attitude toward risk.",https://www.jstor.org/stable/2632262,Management Science,10.2307_2632262,Management & Organizational Behavior,1987.0,0,8.92851676326245e-06,0,0.00032890771399252117,0,0.002338252728804946
,,,The Governance and Control of Voluntary Corporate Spin-Offs,"We investigate the role that a voluntary corporate restructuring can play in the design of efficient internal corporate control mechanisms. To this end, we examine the postrestructuring internal control practices in 78 voluntary corporate spin-offs that were completed between 1972 and 1987. We find that the selection of the new CEOs, the design of their compensation contracts, and the staffing of the boards of directors and their compensation committees in the spun-off firms can be seen as ex ante efficient. These governance and control practices, however, are not strongly related to the observed positive market reactions to the spin-off announcements. The results indicate that equity reorganizations facilitate the implementation of efficient internal governance and control practices, but that other factors must influence the share price reactions to the announcement of such voluntary corporate restructurings.",https://www.jstor.org/stable/2486935,Strategic Management Journal,10.2307_2486935,Management & Organizational Behavior,1996.0,0,0.0004428603278938681,0,0.0008310371194966137,0,0.00013125025725457817
,,,CSR with Chinese Characteristics: An Examination of the Meaning of Corporate Social Responsibility in China,"This paper explores the meaning of corporate social responsibility (CSR) informed by the unique socio-historical contexts of China. The paper analyzed reports of 20 China-based companies published in 2012 using a grounded theory approach. Analysis of the 1473-page data reveals that the Chinese organizations mobilize CSR in search of a new ground of legitimacy during the transition from planned to market economy. However, although economic efficiency is highlighted, with the embracing of social harmony, relational responsibilities, and hierarchical social structure, this notion of CSR resembles inheritance of a redecorated socialist past rather than conversion to liberal-democratic ideals. This research contributes to the development of a global CSR framework by questioning the neoliberal ideals as the taken-for-granted foundation of corporate social responsibilities. It also has practical implications for multinational corporations interested in exploring the Chinese market.",https://www.jstor.org/stable/jcorpciti.61.71,Journal of Corporate Citizenship,10.2307_jcorpciti.61.71,Management & Organizational Behavior,2016.0,1,0.9911298751831055,0,0.000674705021083355,0,7.80512418714352e-05
,,,An Empirical Evaluation of Alternative Forecasting Combinations,"Combining naive forecasting models as an alternative to using any one model has shown promise for improving forecasting accuracy at reasonable additional cost. This study extends previous combination modeling by selectively including models in combination rather than using all individual models in a set, evaluating six new model combinations and comparing them to three previously investigated model combinations, investigating the impact of forecasting time horizon, and investigating alternative error measures to mean square error (MSE). Results support using a model combination that (1) selects the best 3 to 5 models from the 10 models studied and (2) weights the selected models based upon the inverse proportion of their individual accuracy as measured by MSE.",https://www.jstor.org/stable/2632215,Management Science,10.2307_2632215,Management & Organizational Behavior,1987.0,0,1.4920342437108047e-05,0,0.00011554952652659267,0,0.0002021022664848715
,,,Computer-Mediated Communication and Majority Influence: Assessing the Impact in an Individualistic and a Collectivistic Culture,"Strong majority influence can potentially harm organizational decisions by causing decision makers to engage in groupthink. This study examines whether and how computer-mediated communication (CMC) can reduce majority influence and thereby enhance the quality of decisions in some situations. To measure the impact of CMC on majority influence, three settings (unsupported, face-to-face CMC, and dispersed CMC) were compared. Matching laboratory experiments were carried out in an individualistic (the US) and a collectivistic culture (Singa-pore) to determine how the impact of CMC might be moderated by national culture. An intellective and a preference task were used to see whether the impact of CMC might be moderated by task type. The results showed that the impact of CMC on majority influence was contingent upon national culture. In the individualistic culture, majority influence was stronger in the unsupported setting than the face-to-face CMC and dispersed CMC settings. In the collectivistic culture, there were no corresponding differences. The results also revealed that the impact of CMC on majority influence was not moderated by task type. Instead, task type had a direct impact on majority influence. Regardless of the setting involved, majority influence was stronger with the preference than the intellective task. Besides demonstrating how cultural factors may moderate the impact of CMC, this study raises the broader issue of cultural relativism in current knowledge on CMC.",https://www.jstor.org/stable/2634714,Management Science,10.2307_2634714,Management & Organizational Behavior,1998.0,0,0.18671822547912598,0,0.0023135903757065535,0,0.0003839092387352139
,,,Internationalization patterns of multinational lodging firms in Brazil,"The service sector is emerging in importance in terms of economic development. Although the amount of research on the internationalization process of service industries is growing, investigations on the international lodging industry still lack sufficient research, particularly in relation to emerging economies. This paper aims to fill this gap by conducting an investigation into multinational lodging firms that have started operations in Brazil. It intends to determine whether multinational lodging firms follow any temporal, geographical, or entry mode patterns when investing in an emerging market. The findings show that lodging firms in Brazil have followed differing time patterns, but have followed a similar geographical scope. Non-equity involvement was the most favored form of involvement. Although similarities in the geographical and entry mode patterns were observed, the individual lodging firms followed different internationalization and expansion strategies in their entry into Brazil.",https://www.jstor.org/stable/43575074,Tourism and Hospitality Research,10.2307_43575074,Management & Organizational Behavior,2013.0,0,8.890373283065856e-05,0,0.00023578597756568342,0,0.002170369029045105
,,,Capital Budgeting and Indian Investment in Foreign Countries,"This study examines the capital budgeting practices of Indian companies with joint venture abroad. The research findings indicate that the expansion of market for their products and taking advantages of further economic growth of host country were the main objectives for setting up foreign manufacturing subsidiaries by Indian companies. The expectation of higher profit was not the main motivational variable for this investment. The policy decisions are made jointly by the Indian companies and their foreign subsidiaries with varying degrees of say particular policy matter. The study suggests that when Indian companies plan to set up manufacturing subsidiaries in foreign countries, they analyse the various environmental risks in African and Asian countries which are not quite different from their own situation. This situation enables them to adjust quickly and provides an edge over other foreign investors. /// L'étude concerne la pratique de la gestion budgétaire des sociétés indiennes ayant des participations dans des sociétés étrangères. Les recherches effectuées montrent que les sociétés indiennes ont créé des filiales à l'étranger dans le but d'assurer surtout un débouché à leurs produits et de prendre avantage de la croissance économique du pays-hôte, et non pas le désir de réaliser un bénéfice plus important. Les décisions sont prises conjointement par les sociétés indiennes et leurs filiales étrangères qui ont, selon la nature de la question politique à trancher, une influence plus ou moins grande. II semble que lorsque les sociétés indiennes étudient les possibilités de création de filiales industrielles à l'étranger, elles analysent les facteurs de risques dans les pays africains et asiatiques de la même manière qu'elles le font pour leur propre pays. Cela leur permet de réagir avec promptitude et de contrôler efficacement leurs investissements à l'étranger. /// Diese Studie untersucht die Praxis der Investitionsplanung indischer Unternehmen im Rahmen von Joint Ventures im Ausland. Die Untersuchungsergebnisse zeigen, daß Marktausweitung fur ihre Produkte und Teilnahme am weiteren wirtschaftlichen Wachstum des Gastlandes fur indische Unternehmen die Hauptziele fur den Aufbau ausländischer Produktionsniederlassungen sind. Die Erwartung eines hohen Gewinnsist nicht der Hauptbeweggrund fur solche Beteiligungen. Unternehmenspolitische Entscheidungen werden gemeinsam von den indischen Unternehmen und ihren ausländischen Niederlassungen getroffen, wobei Abstufungen der Beteiligung je nach besonderen unternehmenspolitischen Inhalten festzustellen sind. Die Studie kommt zu dem Schluß, daß indische Unternehmen, die den Aufbau einer Produktionsniederlassung im Ausland planen, von der Analyse verschiedener Risiken afrikanischer und asiatischer Länder ausgehen, die sich nicht sehr von ihren eigenen unterscheiden. Diese Situation ermöglicht ihnen eine schnelle Anpassung und verschafft ihnen einen Vorteil gegenüber anderen ausländischen Investoren.",https://www.jstor.org/stable/40227310,Management International Review,10.2307_40227310,Management & Organizational Behavior,1977.0,0,2.509561090846546e-05,0,0.0010671959025785327,0,0.00028442437178455293
,,,Neighborhood Coproduction and Municipal Productivity,"Although advocates of coproduction hold that it leads to increased productivity, there is limited evidence about its scope and effects. This article presents some evidence for coproduction, drawn from the experiences of neighborhood organizations in Cincinnati, Ohio.",https://www.jstor.org/stable/3380253,Public Productivity Review,10.2307_3380253,Management & Organizational Behavior,1987.0,0,1.0154036317544524e-05,0,0.00019544645329006016,0,0.0006210136343725026
,,,On Profit Measurement and Value Estimates,The purpose of this article is to investigate the relevance of the usual methods of profit calculation. Profit calculation is regarded here as a way of gathering information from the series of estiamted values of the firm at different points in time. It is shown in the article that profit calculation selests short-run movements from the series of value estimates and exclude long-run movements. It is also indicated that the length of the accounting period is of great importance in this context. Further some alternative ways of gathering information from the series of estimated values are discussed.,https://www.jstor.org/stable/40227476,Management International Review,10.2307_40227476,Management & Organizational Behavior,1979.0,0,7.94286188465776e-06,1,0.9999736547470093,0,0.00012514082482084632
,,,Traditionality Matters: An Examination of the Effectiveness of Transformational Leadership in the United States and Taiwan,"This research examines how the effectiveness of transformational leadership may vary depending on the cultural values of an individual. We develop the logic for why the individual value of traditionality (emphasizing respect for hierarchy in relationships) moderates the relationship between six dimensions of transformational leadership and leadership effectiveness. The hypotheses are examined on leaders from Asia and North America. The results indicate support for the moderating effect of traditional values on the relationship between four dimensions of transformational leadership (appropriate role model, intellectual stimulation, high performance expectations, and articulating a vision) on leadership effectiveness.",https://www.jstor.org/stable/4093938,Journal of Organizational Behavior,10.2307_4093938,Management & Organizational Behavior,2005.0,1,0.9965104460716248,1,0.999903678894043,0,0.0002112461079377681
,,,Managing Marginal Employees: The Use of Warnings and Dismissals,"This study examines how first-level supervisors identify and manage marginal employees. It was expected that supervisors would differ both in their approaches to marginal employees and in their willingness to use negative sanctions (informal warnings, formal warnings, and dismissals). Results corroborated these expectations and showed a significant positive correlation between supervisors' use of sanctions and ratings of unit performance by higher level managers. An interpretation based on social learning theory rather than operant conditioning is offered; it suggests that appropriate use of sanctions may be perceived by employees as legitimate and may be conducive to the development of productive group norms.",https://www.jstor.org/stable/2392264,Administrative Science Quarterly,10.2307_2392264,Management & Organizational Behavior,1980.0,0,7.397881563520059e-05,0,0.0003396561951376498,0,0.43100571632385254
,,,Information and Decision Systems for Production Planning,"Bowman [5] and others have proposed that regression models derived from a manager's past behavior can serve as a basis for future managerial decisions. This paper is concerned with a comparison of this approach to more traditional modes of decision making (intuition and mathematical optimization models) in an aggregate production scheduling context under various forecast error and forecast horizon environments. The regression models developed were also used to test Bowman's ""Management Coefficients"" theory at the axiomatic level, as well as to examine intuitive decision processes. To do this required verification that the regression models accurately specified an individual's decision process. A verification procedure, based on the concept of predictive testing, was used conjointly with statistical goodness of fit and cross validation to validate the regression models. The experimental results (1) supported Bowman's hypotheses, and (2) indicated the effects of forecast error and horizon length on the performance of the three decision making modes and on the formation of intuitive scheduling strategies. The theoretical and practical implications of the results are discussed.",https://www.jstor.org/stable/2629648,Management Science,10.2307_2629648,Management & Organizational Behavior,1975.0,0,1.0144115549337585e-05,0,0.1084839329123497,0,0.0002079437399515882
,,,Ireland: The Emerald Isle: Management Research in a Changing European Context,None,https://www.jstor.org/stable/40397270,International Studies of Management & Organization,10.2307_40397270,Management & Organizational Behavior,1994.0,0,1.656990389165003e-05,0,0.00015668266860302538,0,0.04211655631661415
,,,Financial Planning Where the Firm's Demand for Funds is Nonstationary and Stochastic,"The incentive for a firm to engage in planning (prearranging) for its future financing derives from the interaction of uncertainty concerning the amount and timing of future needs and the cost of negotiating and terminating contracts in capital markets. Three conditions on relative costs and probability distributions are identified under which no financial slack should be raised. If those conditions are not met, then under one set of reasonable assumptions the optimum amount of slack will be more than the largest possible future need. The model allows for surprises which can cause upward or downward (in contrast to EOQ models) revisions in the future regarding the optimal level of slack to continue to carry.",https://www.jstor.org/stable/2632069,Management Science,10.2307_2632069,Management & Organizational Behavior,1988.0,0,1.1225149137317203e-05,0,0.0011142874136567116,0,8.153937960742041e-05
,,,Effectiveness of Currency Futures Market in Hedging Foreign Exchange Risk,"The purpose of the paper is threefold. The first objective is to examine and see how effective the currency futures market has been in hedging the foreign exchange risk. In the hedging process one must decide how much of the exposure needs to be hedged. Contrary to the traditional belief, Shapiro and Rutenberg suggested that the financial officer of an MNC must hedge less than the total amount of exposure. Therefore, the secondary objective of this paper is to determine the optimal proportion of exposed spot position that must be hedged in the futures market. The spread between the spot exchange rate and future rate, which is widely known as the basis, has a significant influence on the hedger's position. Therefore, this paper examines the impact of the basis and its change on the hedger's profitability.",https://www.jstor.org/stable/40227609,Management International Review,10.2307_40227609,Management & Organizational Behavior,1981.0,0,1.7336073142359965e-05,0,0.0012414793018251657,0,0.0009235782781615853
,,,Product-Process Development Integration in Manufacturing,"Organizations vary greatly in their approaches and success in the introduction of new products and services. In this study, it was proposed that much of this variance can be captured by understanding the extent to which product design and process design are integrated in new program launches. A mailed survey of 43 domestic firms was used to test four propositions concerning product-process development practices. Significantly, it was found that firms using the more rare design-manufacturing personnel integrating mechanisms (engineering job rotation and mobility) have higher sales per employee. Results of a discriminant analysis show that firms benchmarking on product development practices, as contrasted with performance bench-marks, were significantly more likely to use both the rare and the more common forms of design-manufacturing integration (i.e., train personnel in new design, methods, have manufacturing sign-off on design reviews, and restructure, e.g., use teams). Significantly, these firms also report a greater proportion of degreed manufacturing engineers. Not surprisingly, larger firms and business units were found to take longer to develop new products.",https://www.jstor.org/stable/2632778,Management Science,10.2307_2632778,Management & Organizational Behavior,1995.0,0,0.0001195236764033325,0,0.00036620511673390865,0,0.011984197422862053
