stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,REALITY GAP,"Integration for women has been largely an effort to insert themselves into the existing system. While feminists were concentrating on this goal, a social metamorphosis has occurred. This paper seeks to explore the distance between the assumed and the altered, with special emphasis on the impact of unprecedented change on women in contemporary society. The transformations considered will be: a) the scientific revolution in production, b) the scientific revolution in destruction, c) the revolution in manipulation, d) the revolution in concepts of time and space, and e) the biomedical revolution. Feminism has two goals; autonomy in private life, and integration in public life. In the current period, emphasis on the first has tended to eclipse the second. Yet it is perilous for women to plan in terms of the past; rather it is imperative that they address the challenge of adapting received institutions to the new realities.",https://www.jstor.org/stable/23262326,Humboldt Journal of Social Relations,10.2307_23262326,Sociology,1983.0,0,0.009063765406608582,0,0.0025895957369357347,0,0.005118709523230791
,,,Work Satisfaction and Age: Some Evidence for the `Job Change' Hypothesis,"Previous research on work satisfaction has consistently shown that older people are more satisfied with their jobs than younger people. The present paper addresses three possible explanations for this tendency: (1) the ""now generation"" of workers subscribes to a set of post-material values that contradict the demands of the industrial system and cause greater work discontent; (2) the standards of the old are systematically eroded by their years in the system, such that they learn to be satisfied with less; and (3) older workers simply have better jobs. A decisive choice among these hypotheses cannot be made without longitudinal data; nonetheless, the bulk of the evidence presented here (for economically active, salaried white males, drawn from the University of Michigan's 1972-73 Quality of Employment survey) clearly favors the last hypothesis.",https://www.jstor.org/stable/2577515,Social Forces,10.2307_2577515,Sociology,1978.0,0,4.0591628930997103e-05,0,0.000277618266409263,1,0.9971041083335876
,,,Social Movement Communities and Cycles of Protest: The Emergence and Maintenance of a Local Women's Movement,"Social movement theorists have argued that multiple movements emerge during cycles of protest in response to political opportunities. This article develops the concept of a ""social movement community"" and contends that the culture and community of a protest cycle, rather than political opportunities, attract many participants and provide organizational and tactical opportunities for new movements. I examine historical changes in the local women's movement community in Bloomington, Indiana, to explain how some movements are able to endure, and even thrive, after the decline of a protest cycle; their individual movement communities sustain activists and sometimes partially recreate the atmosphere of a protest cycle.",https://www.jstor.org/stable/3097243,Social Problems,10.2307_3097243,Sociology,1998.0,0,0.3158586621284485,0,0.000412359950132668,0,0.1356821060180664
,,,The Theme of Social and Political Consciousness as a Challenge for Indian Recorded Music,None,https://www.jstor.org/stable/3518319,Social Scientist,10.2307_3518319,Sociology,2004.0,0,0.043112613260746,0,0.0012085590278729796,0,0.00031952999415807426
,,,"The ""Second Life"". A Cross-cultural View of Peer Subcultures in Correctional Institutions in Poland and the United States",None,https://www.jstor.org/stable/44824693,The Polish Sociological Bulletin,10.2307_44824693,Sociology,1976.0,1,0.9988319277763367,0,0.00039325945544987917,0,0.009684082120656967
,,,Exploratory Study on Drug Users' Perspectives on Quality of Life: More than Health-Related Quality of Life?,"In drug treatment outcome literature, a focus on objective and socially desirable indicators of change (e.g. no drug use) has predominated, whild outcome indicators that are important for drug users themselves (e.g. quality of life, satisfaction with treatment) have largely been neglected. Nonetheless, Quality of Life (QoL) has become an important concept to evaluate effectiveness of treatment in mental health care research and disability studies. Given the almost exclusive focus on Health-related Quality of Life (HRQOL) in substance abuse research and the neglect of clients' perspectives in this field, we explore in this study the concept of QoL as perceived by drug users. Focus group discussions (n = 9) were organised in various treatment settings and community services for drug users in the region of Ghent, Belgium to identify important dimensions of QoL and their interpretation by drug users. Data were clustered and analysed based on the theoretical framework of Robert Schalock (Quality of life. Volume 1: Conceptualization and measurement, 1996). The domains 'personal relationships', 'social inclusion' and 'self-determination' were discussed most frequently by the participants. They stressed the importance of a supportive social network in particular. It can be concluded that QoL is not primarily associated by drug users with health and it involves much more than the aspects typically represented in measures of HRQOL.",https://www.jstor.org/stable/27734774,Social Indicators Research,10.2307_27734774,Sociology,2009.0,0,1.2279563634365331e-05,1,0.9928332567214966,0,0.000857544771861285
,,,"The Meaning of Meanness: Popularity, Competition, and Conflict among Junior High School Girls","The ""dirty dozen"" was the name used by several teachers to refer to a clique of junior high school girls who were both mean and popular. In this school, the students used the term mean as a largely undifferentiated characterization for acts of commission and omission whose intent, or result, was to hurt someone emotionally. This article proposes that exploring the meaning of meanness is a starting point for understanding the connections between female competition, conflict, and popularity. An examination of these connections in the context of a clique of popular girls allows for a better understanding of the sociocultural construction of meanness in junior high school.",https://www.jstor.org/stable/2673207,Sociology of Education,10.2307_2673207,Sociology,1997.0,1,0.9992559552192688,0,0.00017913042393047363,0,0.4003590941429138
,,,Compensation and the Social Structure of Misfortune,"This essay identifies social conditions associated with the compensatory style of conflict management, addresses variable aspects of compensation itself, and examines the modern trend toward a greater degree of compensatory liability of organizations for the misfortunes of individuals. Several propositions are discussed: Compensation is a direct function of groups and a curvilinear function of relational distance, and is greater in upward and group-directed cases than in downward and individual-directed cases. In addition, liability varies directly with social distance and is greater in group-directed than in individual-directed cases. The modern trend toward greater organizational liability appears to be a devolution toward a pattern of collective dependency characteristic of earlier societies before the decline of kinship.",https://www.jstor.org/stable/3053596,Law & Society Review,10.2307_3053596,Sociology,1987.0,0,0.0002361416700296104,0,0.00019793794490396976,0,0.025448203086853027
,,,FEDERAL AID TO MINORITY BUSINESS: SURVEY AND CRITIQUE,None,https://www.jstor.org/stable/42859161,Social Science Quarterly,10.2307_42859161,Sociology,1973.0,0,2.388721622992307e-05,0,0.00021416465460788459,1,0.9995755553245544
,,,Measuring Social Indicators in Opinion Surveys: A Method to Improve Accuracy on Sensitive Questions,"Asking sensitive questions, without risking a terminated interview or response bias, is a major problem in deriving accurate social indicators based on public opinion surveys. This problem has become particularly acute as the topics that interest researchers have become more personal in nature. Mail and telephone surveys, and methods such as the randomized response technique, have all been used to try and overcome this problem, with varying degrees of success. In this paper, we describe an alternative approach using a sealed booklet. We report results from a question-format experiment that asked respondents the same sensitive questions in a sealed booklet, completed in the presence of the interviewer, and in a standard face-to-face interview. The survey used for the experiment was a personal interview survey of drug use based on a national population sample. The sealed booklet format was found to produce more accurate estimates of drug use compared to direct questions. In addition to assuring the respondent greater anonymity, the sealed booklet permits a wide range of questions to be asked and does not limit the analyses that can be conducted on the data.",https://www.jstor.org/stable/27520950,Social Indicators Research,10.2307_27520950,Sociology,1992.0,0,0.0009911309462040663,0,0.00024001319252420217,0,0.0044026304967701435
,,,Preference for Men as Bosses and Professionals,"On the assumption that prejudice affects women's entry to male-dominated professional and management occupations, this paper investigates preferences for men as bosses and professionals (BPs). Using a sample (N = 1,402) of university staff and academic employees, we found that highly educated women and men who are highly educated or married to women employed as academics or professionals are least likely to prefer men BPs. Preference for male BPs was also affected by the number of female BPs respondents had dealt with professionally and by exposure to reportedly good or poor ones. These findings imply that legislative policies which help women to enter professional and managerial occupations may be successful despite prejudice against women.",https://www.jstor.org/stable/2577601,Social Forces,10.2307_2577601,Sociology,1979.0,0,0.00019189715385437012,1,0.7701692581176758,1,0.998763918876648
,,,The Use of Family Behavior Loop Mapping for Substance Abuse,"Addiction is a chronic condition with the potential for episodes of remission and relapse. Substance abuse by family members affects family function. There are two distinct phases (i.e., wet and dry) in substance abuse affected families. Family Behavior Loop Mapping as a method of diagramming the repetitive behavior cycles specific to wet and dry phases is introduced, and its use in assessing family functioning and designing effective interventions is illustrated by case examples.",https://www.jstor.org/stable/585053,Family Relations,10.2307_585053,Sociology,1989.0,0,5.9981492086080834e-05,0,0.000143106808536686,0,0.029347363859415054
,,,ROLE EXPECTATIONS OF SUGARCANE PLANTERS AND WORKERS IN NEGROS OCCIDENTAL,"Using a framework derived from findings and beliefs about role analysis, small-group dynamics, and formal education, the author interprets the replies of sugarcane planters and workers to questions about themselves and one another. The study, based on fieldwork done in Negros Occidental in July 1969 and February—March 1970, answers and discusses the question: What does the average worker expect, above all. from the planter for whom he works — a fair wage, or pleasant treatment?",https://www.jstor.org/stable/23892343,Philippine Sociological Review,10.2307_23892343,Sociology,1971.0,0,3.862495577777736e-05,0,0.00018373128841631114,0,0.10315833985805511
,,,"Animals and the Law: Property, Cruelty, Rights",None,https://www.jstor.org/stable/40971109,Social Research,10.2307_40971109,Sociology,1995.0,0,0.4178182780742645,0,0.0003963202761951834,0,0.0026030715089291334
,,,Examining Husband-Wife Differences in the Meaning of Family Financial Support,"The author examines the affective meanings (evaluation, potency, and activity) that seventy-eight heterosexual married or cohabiting couples attach to the act of financially supporting their family and finds that husbands consider their support more valuable and more active than their wives consider theirs. Using the couple as the unit of analysis, the author considers four hypotheses for these gender differences: job status, deviance neutralization, gender ideology, and gender display. Consistent with the job status hypotheses and inconsistent with the deviance neutralization hypotheses, the husband-wife differences in the evaluation and activity ratings become nonsignificant when spouses have the same job-related status (earnings, education, and work hours). Consistent with one gender ideology hypothesis, spouses evaluate their family breadwinning more similarly in couples with a liberal wife than they do in couples with a conservative wife. And consistent with a gender display hypothesis, conservative husbands who earn less than their conservative wives evaluate their breadwinning more positively than their wives evaluate theirs, suggesting that conservatives who deviate from gender norms in their relative earnings characterize their breadwinning in a way that neutralizes that deviance. Unexpectedly, the author also finds evidence of ""gender equalization"" among couples with a liberal wife: these spouses view their breadwinning somewhat similarly even when the husband's education exceeds the wife's, suggesting that liberals characterize their breadwinning in a way that neutralizes the deviance (for liberals) of traditional education differences.",https://www.jstor.org/stable/10.1525/sop.2008.51.1.63,Sociological Perspectives,10.1525_sop.2008.51.1.63,Sociology,2008.0,0,3.9084930904209614e-05,0,0.0007022931822575629,1,0.9851228594779968
