stance twd. demog persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,The Racialization of Disease: A qualitative and quantitative study of race and ethnicity in biomedical research,"For several years, there have been published guidelines covering the use of the terms ""race"" and ""ethnicity"" in biomedical research. When used inappropriately, the linkage of race or ethnic categories to cause and/or effect in biomedicai research can have significant negative impacts on individuals and populations. Genetics research rejects any strong biological association/differences, between or within races. This research will determine to what degree the recommendations for the use of ""race"" and ""ethnicity"" within biomedicai publications has been followed. Papers, retrieved through Pubmed were selected if they used of the terms ""race"" or ""ethnicity"" in the title or abstract. These selected papers were then examined to determine the basis for assigning population to racial categories (inclusion/exclusion), the reasons for selecting the group(s), the disease by organ system and the association made to medical outcome. The analysis of the publications revealed that none of 205 surveyed papers defined race while 67% of the papers associated a medical outcome to racial or ethnic group. This research suggests that despite guidelines for the use of the terms ""race"" and ""ethnicity"", researchers and editors are neither using nor enforcing the use of them respectively. Further research should use alternative selection criteria and larger sample size to confirm these findings.",https://www.jstor.org/stable/43496958,"Race, Gender & Class",10.2307_43496958,Sociology,2014.0,0,1.8394850485492498e-05,0,0.0003028382488992065,1,0.9994040727615356
,,,Women and Poverty in Spain (1981-1991),"This paper focuses on the gender distribution of poverty in Spain in 1991 and its evolution from 1981 to 1991. For this purpose, we estimate three poverty rates (the head count ratio, the income gap ratio and the per capita income gap ratio) with three poverty lines (50%, 40% and 25% of the mean equivalent income) for Spain in 1981 and 1991. The evolution in the period 1981-1991 has been a general decrease in the poverty rates for the adult population. The gender differences have changed more pronouncedly in the lower end of the income distribution, when the poverty threshold is established at the 25% of the mean equivalent income. With this definition of poverty, women were 'over-represented' amongst the poor in 1981, while in 1991 the situation is just the contrary, with indexes which show a smaller female share among the poor than the male share. The 50% and 40% poverty lines are consistent in 1981 and in 1991 with an almost equally shared poverty between sexes.",https://www.jstor.org/stable/27522421,Social Indicators Research,10.2307_27522421,Sociology,2000.0,0,5.180278094485402e-06,0,0.1614045947790146,1,0.9993066787719727
,,,"CHARACTER, SOCIETY, & THE POLITICS OF HOPE: A Comparative Look at the Theories of Wilhelm Reich, Erich Fromm, and Herbert Marcuse",None,https://www.jstor.org/stable/23262020,Humboldt Journal of Social Relations,10.2307_23262020,Sociology,1975.0,1,0.9997575879096985,1,0.5298702120780945,0,0.00035270259832032025
,,,"Parents' Discord and Divorce, Parent-Child Relationships and Subjective Well-Being in Early Adulthood: Is Feeling Close to Two Parents Always Better than Feeling Close to One?","We assessed the associations between parents' marital discord and divorce, patterns of parent-child relationships, and adult children's subjective well-being. Parental divorce and marital conflict appeared to increase the odds that children were close to neitherparent in adulthood. Parental divorce (but not marital conflict) appeared to increase the odds that children were close to one parent only. Drawing on parental resources and balance perspectives, we tested competing hypotheses about parent-child relationships and offspring subjective well-being. Offspring had the highest level of well-being when they grew up in a low-conflict married family and were close to both parents. In cases of divorce and high levels of marital conflict, however, children were no better off if they were close to both parents than to one parent only.",https://www.jstor.org/stable/4494966,Social Forces,10.2307_4494966,Sociology,2007.0,0,2.5855099011096172e-05,0,0.00045857837540097535,0,0.3054063022136688
,,,Surviving the Transition: Trends and Perceptions of Crime in South Africa,"Crime and violence have dominated South Africa's transformation over the past two decades. High crime rates cause widespread feelings of insecurity and fear which undermine popular confidence in the democratisation process. Considering both trends and public perceptions, this paper explores changing crime levels over the past decade, elaborating on the problems associated with crime statistics in South Africa, and the salience of the transition for current crime levels. Data is drawn from official police statistics and from victimisation and other surveys. Crime has been increasing gradually in South Africa since 1980. It is, however, since 1990 and not more recently as is popularly believed, that levels have risen sharply. An examination of the statistics shows that despite general increases, not all crimes have been committed with equal frequency and not all areas of the country are similarly affected. These trends are a product of the political transition and are associated with the effects of apartheid and political violence, the breakdown in the criminal justice system and more recently, the growth in organised crime. High crime levels are taking their toll on South Africans. Surveys show that crime rather than socio-economic issues now dominates people's concerns, and that fear of crime is increasing. Currently, fewer people feel safe and believe the government has the situation under control than in previous years. Faced with widespread unemployment on the one hand, and the prospects of development on the other, levels of property crimes will probably continue to increase. While violent crime levels should decline over the medium term, improved relations with the police and a culture of reporting crimes like rape and assault may result in more crime being recorded.",https://www.jstor.org/stable/27522260,Social Indicators Research,10.2307_27522260,Sociology,1997.0,0,0.00011299234029138461,0,0.00011912623449461535,0,0.2566596269607544
,,,Sociological Miniaturism: Seeing the Big Through the Small in Social Psychology,"The distinctive contribution of sociological social psychology can be referred to as sociological miniaturism, a way of interpreting social processes and institutions that is microsociological more than it is psychological. We argue that social psychology of this variety permits the examination of large-scale social issues by means of investigation of small-scale social situations. The power of this approach to social life is that it permits recognition of the dense texture of everyday life, permits sociologists to understand more fully a substantive domain, and permits interpretive control. In the chapter we provide examples of this approach from two quite distinct theoretical orientations: symbolic interactionism and social exchange theory. We discuss the ways in which the study of two substantive topics, social power and collective identity, using these perspectives can be informed by closer collaboration between theorists within sociological social psychology. In the end it is our hope that pursuing such integrative theoretical and methodological efforts will produce a more complete understanding of important social phenomena. We offer sociological miniaturism as a promising vehicle for advancing the earlier call for greater mutual appreciation of and rapprochement between diverse lines of social psychological work in sociology.",https://www.jstor.org/stable/2678627,Annual Review of Sociology,10.2307_2678627,Sociology,2001.0,1,0.9213437438011169,0,0.0005634164554066956,0,0.00046292669139802456
,,,The Fire This Time: Ferguson,None,https://www.jstor.org/stable/43875791,"Race, Poverty & the Environment",10.2307_43875791,Sociology,2015.0,1,0.9882325530052185,0,0.0002697981835808605,0,0.05993178114295006
,,,"Inequality and Rights: Commentary on Michael McCann's ""The Unbearable Lightness of Rights""",None,https://www.jstor.org/stable/43670393,Law & Society Review,10.2307_43670393,Sociology,2014.0,0,0.017275160178542137,0,0.0002437921502860263,0,0.0004100096703041345
,,,"Unfair by Design: The War on Drugs, Race, and the Legitimacy of the Criminal Justice System",None,https://www.jstor.org/stable/40971832,Social Research,10.2307_40971832,Sociology,2006.0,1,0.6463096737861633,1,0.9975059628486633,0,0.008869134820997715
,,,"Lawyers, the Law & Environmental Justice: Dangers for the Movement",None,https://www.jstor.org/stable/44709271,"Race, Poverty & the Environment",10.2307_44709271,Sociology,1994.0,0,0.3072533905506134,1,0.6453702449798584,0,0.0011941940756514668
,,,The Politics of Food,None,https://www.jstor.org/stable/3516133,Social Scientist,10.2307_3516133,Sociology,1973.0,0,0.0002265498915221542,0,0.19547483325004578,0,0.009364759549498558
,,,Gaining a Right to Abortion in the United States and Canada: The Role of Judicial Capacities,None,https://www.jstor.org/stable/41035444,Berkeley Journal of Sociology,10.2307_41035444,Sociology,1991.0,0,0.039055854082107544,0,0.00020642916206270456,0,0.0006845829193480313
